,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,yellow_back,0,1,santāna,santāna,,iic.,7,7,,0,7,7
1,1,1,cyan_back,7,1,ha,han,,n. sg. acc.,2,2, sence of lemma = 2,7,9,9
2,2,1,cyan_back,7,1,ha,han,,n. sg. nom.,2,2, sence of lemma = 2,7,9,9
3,3,1,lawngreen_back,11,1,ina,ina,,m. sg. voc.,3,3,,11,14,14
4,4,1,lawngreen_back,11,1,ina,ina,,n. sg. voc.,3,3,,11,14,14
5,5,1,yellow_back,15,2,bahu,bahu,,iic.,4,4,,0,4,19
6,6,1,deep_sky_back,19,2,duḥkhitaḥ,duḥkhita,,m. sg. nom.,8,9,{ pp. }[duḥkha,4,12,27
7,7,1,deep_sky_back,28,3,dvābhyām,dvi,,f. du. abl.,7,8,,0,7,35
8,8,1,deep_sky_back,28,3,dvābhyām,dvi,,f. du. dat.,7,8,,0,7,35
9,9,1,deep_sky_back,28,3,dvābhyām,dvi,,f. du. i.,7,8,,0,7,35
10,10,1,deep_sky_back,28,3,dvābhyām,dvi,,n. du. abl.,7,8,,0,7,35
11,11,1,deep_sky_back,28,3,dvābhyām,dvi,,n. du. dat.,7,8,,0,7,35
12,12,1,deep_sky_back,28,3,dvābhyām,dvi,,n. du. i.,7,8,,0,7,35
13,13,1,deep_sky_back,28,3,dvābhyām,dvi,,m. du. abl.,7,8,,0,7,35
14,14,1,deep_sky_back,28,3,dvābhyām,dvi,,m. du. dat.,7,8,,0,7,35
15,15,1,deep_sky_back,28,3,dvābhyām,dvi,,m. du. i.,7,8,,0,7,35
16,16,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,f. du. abl.,9,11,{ pfp. [1,0,9,45
17,17,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,f. du. dat.,9,11,{ pfp. [1,0,9,45
18,18,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,f. du. i.,9,11,{ pfp. [1,0,9,45
19,19,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,n. du. abl.,9,11,{ pfp. [1,0,9,45
20,20,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,n. du. dat.,9,11,{ pfp. [1,0,9,45
21,21,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,n. du. i.,9,11,{ pfp. [1,0,9,45
22,22,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,m. du. abl.,9,11,{ pfp. [1,0,9,45
23,23,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,m. du. dat.,9,11,{ pfp. [1,0,9,45
24,24,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,m. du. i.,9,11,{ pfp. [1,0,9,45
25,25,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,f. du. abl.,9,11,{ ca. pfp. [1,0,9,45
26,26,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,f. du. dat.,9,11,{ ca. pfp. [1,0,9,45
27,27,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,f. du. i.,9,11,{ ca. pfp. [1,0,9,45
28,28,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,n. du. abl.,9,11,{ ca. pfp. [1,0,9,45
29,29,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,n. du. dat.,9,11,{ ca. pfp. [1,0,9,45
30,30,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,n. du. i.,9,11,{ ca. pfp. [1,0,9,45
31,31,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,m. du. abl.,9,11,{ ca. pfp. [1,0,9,45
32,32,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,m. du. dat.,9,11,{ ca. pfp. [1,0,9,45
33,33,1,deep_sky_back,36,4,bhāryābhyām,bhārya,,m. du. i.,9,11,{ ca. pfp. [1,0,9,45
34,34,1,mauve_back,46,5,saha,saha,,adv.,4,4, sence of lemma = 2,0,4,50
35,35,1,mauve_back,46,5,saha,saha,,prep.,4,4, sence of lemma = 2,0,4,50
36,36,2,cyan_back,7,1,hā,han,,m. sg. nom.,2,2, sence of lemma = 2,7,9,9
37,37,2,mauve_back,12,1,na,na,,part.,2,2,,12,14,14
