,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,carmin_back,0,1,bhaviṣyati,bhū,,fut. ac. sg. 3,9,10, sence of lemma = 1,0,9,9
1,1,1,deep_sky_back,10,2,pūrvam,pūrva,,m. sg. acc.,6,6,,0,6,16
2,2,1,deep_sky_back,10,2,pūrvam,pūrva,,n. sg. acc.,6,6,,0,6,16
3,3,1,deep_sky_back,10,2,pūrvam,pūrva,,n. sg. nom.,6,6,,0,6,16
4,4,1,mauve_back,17,3,sanat,sanat,,ind.,5,5,,0,5,22
5,5,1,deep_sky_back,22,3,kumāraḥ,kumāra,,m. sg. nom.,7,7,,5,12,29
6,6,1,yellow_back,30,4,mahā,mahat,,iic.,4,4,,0,4,34
7,7,1,deep_sky_back,34,4,ṛṣibhyaḥ,ṛṣi,,m. pl. abl.,7,8,,4,11,41
8,8,1,deep_sky_back,34,4,ṛṣibhyaḥ,ṛṣi,,m. pl. dat.,7,8,,4,11,41
9,9,1,carmin_back,42,5,abravīt,brū,,impft. [2] ac. sg. 3,7,7,,0,7,49
10,10,2,deep_sky_back,0,1,bhaviṣyati,bhaviṣyat,,n. sg. loc.,9,10,{ pfu. ac. }[bhū_1,0,9,9
11,11,2,deep_sky_back,0,1,bhaviṣyati,bhaviṣyat,,m. sg. loc.,9,10,{ pfu. ac. }[bhū_1,0,9,9
12,12,2,carmin_back,30,4,maha,mah,,imp. [1] ac. sg. 2,4,4,,0,4,34
13,13,2,cyan_back,34,4,ṛṣibhyaḥ,ṛṣi,,n. pl. abl.,7,8,,4,11,41
14,14,2,cyan_back,34,4,ṛṣibhyaḥ,ṛṣi,,n. pl. dat.,7,8,,4,11,41
15,15,2,cyan_back,34,4,ṛṣibhyaḥ,ṛṣi,,f. pl. abl.,7,8,,4,11,41
16,16,2,cyan_back,34,4,ṛṣibhyaḥ,ṛṣi,,f. pl. dat.,7,8,,4,11,41
