,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,deep_sky_back,0,1,tādṛśe,tādṛś,,m. sg. dat.,6,6,,0,6,6
1,1,1,deep_sky_back,0,1,tādṛśe,tādṛś,,n. sg. dat.,6,6,,0,6,6
2,2,1,deep_sky_back,0,1,tādṛśe,tādṛś,,f. sg. dat.,6,6,,0,6,6
3,3,1,deep_sky_back,0,1,tādṛśe,tādṛś,,m. sg. loc.,6,6,,0,6,6
4,4,1,deep_sky_back,0,1,tādṛśe,tādṛś,,n. du. acc.,6,6,,0,6,6
5,5,1,deep_sky_back,0,1,tādṛśe,tādṛś,,n. du. nom.,6,6,,0,6,6
6,6,1,deep_sky_back,0,1,tādṛśe,tādṛś,,n. sg. loc.,6,6,,0,6,6
7,7,1,deep_sky_back,7,2,sat,sat,,n. sg. acc.,3,3,{ ppr. [2,0,3,10
8,8,1,deep_sky_back,7,2,sat,sat,,n. sg. nom.,3,3,{ ppr. [2,0,3,10
9,9,1,deep_sky_back,10,2,vaṃśe,vaṃśa,,m. sg. loc.,5,5,,3,8,15
10,10,1,deep_sky_back,16,3,daśarathaḥ,daśaratha,,m. sg. nom.,9,10,,0,9,25
11,11,1,deep_sky_back,26,4,utpannaḥ,ut-panna,,m. sg. nom.,8,8,{ pp. }[ut-pad_1,0,8,34
12,12,2,lawngreen_back,0,1,tādṛśe,tādṛś,,n. du. voc.,6,6,,0,6,6
13,13,2,yellow_back,7,2,sat,sat,,iic.,3,3,{ ppr. [2,0,3,10
14,14,2,cyan_back,10,2,vaṃśe,vaṃśa,,n. du. acc.,5,5,,3,8,15
15,15,2,cyan_back,10,2,vaṃśe,vaṃśa,,n. du. nom.,5,5,,3,8,15
16,16,2,cyan_back,10,2,vaṃśe,vaṃśa,,n. sg. loc.,5,5,,3,8,15
17,17,2,cyan_back,10,2,vaṃśe,vaṃśa,,f. du. acc.,5,5,,3,8,15
18,18,2,cyan_back,10,2,vaṃśe,vaṃśa,,f. du. nom.,5,5,,3,8,15
19,19,2,yellow_back,16,3,daśa,daśan,,iic.,4,4,,0,4,20
20,20,2,deep_sky_back,20,3,rathaḥ,ratha,,m. sg. nom.,5,6,,4,9,25
21,21,3,lawngreen_back,10,2,vaṃśe,vaṃśa,,n. du. voc.,5,5,,3,8,15
22,22,3,lawngreen_back,10,2,vaṃśe,vaṃśa,,f. du. voc.,5,5,,3,8,15
23,23,3,lawngreen_back,10,2,vaṃśe,vaṃśa,,f. sg. voc.,5,5,,3,8,15
24,24,3,deep_sky_back,16,3,daśa,daśan,,m. pl. acc.,4,4,,0,4,20
25,25,3,deep_sky_back,16,3,daśa,daśan,,m. pl. nom.,4,4,,0,4,20
26,26,4,carmin_back,16,3,daśa,daṃś,,imp. [1] ac. sg. 2,4,4,,0,4,20
