,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,light_blue_back,0,1,tat,tad,,n. sg. acc.,3,3,,0,3,3
1,1,1,light_blue_back,0,1,tat,tad,,n. sg. nom.,3,3,,0,3,3
2,2,1,mauve_back,3,1,tathā,tathā,,adv.,4,5,,3,7,7
3,3,1,deep_sky_back,8,2,bhagi,bhagin,,n. sg. acc.,4,5,,0,4,12
4,4,1,deep_sky_back,8,2,bhagi,bhagin,,n. sg. nom.,4,5,,0,4,12
5,5,1,mauve_back,12,2,amā,amā,,adv.,3,3,,4,7,15
6,6,2,deep_sky_back,8,2,bhagī,bhagin,,m. sg. nom.,4,5,,0,4,12
7,7,2,carmin_back,12,2,ama,am,,imp. [1] ac. sg. 2,3,3,,4,7,15
8,8,3,orange_back,12,2,amā,amā,,iiv.,3,3,,4,7,15
9,9,4,carmin_back,14,2,āsīt,ās,,inj. [5] ac. sg. 3,4,4, sence of lemma = 2,6,10,18
10,10,4,carmin_back,14,2,āsīt,ās,,aor. [5] ac. sg. 3,4,4, sence of lemma = 2,6,10,18
11,11,4,carmin_back,14,2,āsīt,as,,impft. [2] ac. sg. 3,4,4, sence of lemma = 1,6,10,18
12,12,5,carmin_back,14,2,āsīt,as,,impft. [2] ac. sg. 3,4,4, sence of lemma = 1,6,10,18
