,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,mauve_back,0,1,tataḥ,tatas,,adv.,5,5,,0,5,5
1,1,1,mauve_back,0,1,tataḥ,tad,,tasil,5,5,,0,5,5
2,2,1,deep_sky_back,6,2,kasmiṃścit,kiñcit,,n. sg. loc.,10,10,,0,10,16
3,3,1,deep_sky_back,6,2,kasmiṃścit,kiñcit,,m. sg. loc.,10,10,,0,10,16
4,4,1,deep_sky_back,16,2,kāle,kāla,,m. sg. loc.,4,4, sence of lemma = 1,10,14,20
5,5,1,deep_sky_back,16,2,kāle,kāla,,m. sg. loc.,4,4, sence of lemma = 2,10,14,20
6,6,1,deep_sky_back,16,2,kāle,kāla,,n. du. acc.,4,4, sence of lemma = 2,10,14,20
7,7,1,deep_sky_back,16,2,kāle,kāla,,n. du. nom.,4,4, sence of lemma = 2,10,14,20
8,8,1,deep_sky_back,16,2,kāle,kāla,,n. sg. loc.,4,4, sence of lemma = 2,10,14,20
9,9,1,deep_sky_back,21,3,keśinī,keśin,,n. du. acc.,6,6,,0,6,27
10,10,1,deep_sky_back,21,3,keśinī,keśin,,n. du. nom.,6,6,,0,6,27
11,11,1,deep_sky_back,21,3,keśinī,keśin,,f. sg. nom.,6,6,,0,6,27
12,12,2,deep_sky_back,0,1,tataḥ,tata,,m. sg. nom.,5,5, sence of lemma = 2,0,5,5
13,13,2,light_blue_back,6,2,kasmin,kim,,n. sg. loc.,6,6,,0,6,12
14,14,2,light_blue_back,6,2,kasmin,kim,,m. sg. loc.,6,6,,0,6,12
15,15,2,yellow_back,13,2,cit,cit,,iic.,3,3, sence of lemma = 2,7,10,16
16,16,2,lawngreen_back,16,2,kāle,kāla,,n. du. voc.,4,4, sence of lemma = 2,10,14,20
17,17,2,lawngreen_back,21,3,keśinī,keśin,,n. du. voc.,6,6,,0,6,27
18,18,3,deep_sky_back,0,1,tataḥ,tata,,m. sg. nom.,5,5,{ pp. }[tan_1 sence of lemma = 1,0,5,5
19,19,3,deep_sky_back,13,2,cit,cit,,m. sg. nom.,3,3, sence of lemma = 2,7,10,16
20,20,3,deep_sky_back,13,2,cit,cit,,n. sg. acc.,3,3, sence of lemma = 2,7,10,16
21,21,3,deep_sky_back,13,2,cit,cit,,n. sg. nom.,3,3, sence of lemma = 2,7,10,16
22,22,3,deep_sky_back,13,2,cit,cit,,f. sg. nom.,3,3, sence of lemma = 2,7,10,16
23,23,3,cyan_back,16,2,kāle,kāla,,n. du. acc.,4,4, sence of lemma = 1,10,14,20
24,24,3,cyan_back,16,2,kāle,kāla,,n. du. nom.,4,4, sence of lemma = 1,10,14,20
25,25,3,cyan_back,16,2,kāle,kāla,,n. sg. loc.,4,4, sence of lemma = 1,10,14,20
26,26,3,cyan_back,16,2,kāle,kāla,,f. du. acc.,4,4, sence of lemma = 1,10,14,20
27,27,3,cyan_back,16,2,kāle,kāla,,f. du. nom.,4,4, sence of lemma = 1,10,14,20
28,28,3,light_blue_back,21,3,ke,kim,,n. du. acc.,2,2,,0,2,23
29,29,3,light_blue_back,21,3,ke,kim,,n. du. nom.,2,2,,0,2,23
30,30,3,light_blue_back,21,3,ke,kim,,m. pl. nom.,2,2,,0,2,23
31,31,3,light_blue_back,21,3,ke,kim,,f. du. acc.,2,2,,0,2,23
32,32,3,light_blue_back,21,3,ke,kim,,f. du. nom.,2,2,,0,2,23
33,33,3,deep_sky_back,23,3,śinī,śini,,m. du. acc.,4,4,,2,6,27
34,34,3,deep_sky_back,23,3,śinī,śini,,m. du. nom.,4,4,,2,6,27
35,35,4,lawngreen_back,16,2,kāle,kāla,,n. du. voc.,4,4, sence of lemma = 1,10,14,20
36,36,4,lawngreen_back,16,2,kāle,kāla,,f. du. voc.,4,4, sence of lemma = 1,10,14,20
37,37,4,lawngreen_back,16,2,kāle,kāla,,f. sg. voc.,4,4, sence of lemma = 1,10,14,20
38,38,4,lawngreen_back,23,3,śinī,śini,,m. du. voc.,4,4,,2,6,27
39,39,5,light_blue_back,16,2,kā,kim,,f. sg. nom.,2,2,,10,12,18
40,40,6,deep_sky_back,17,2,ale,ala,,n. du. acc.,3,3,,11,14,20
41,41,6,deep_sky_back,17,2,ale,ala,,n. du. nom.,3,3,,11,14,20
42,42,6,deep_sky_back,17,2,ale,ala,,n. sg. loc.,3,3,,11,14,20
43,43,7,deep_sky_back,17,2,āle,āla,,n. du. acc.,3,3,,11,14,20
44,44,7,deep_sky_back,17,2,āle,āla,,n. du. nom.,3,3,,11,14,20
45,45,7,deep_sky_back,17,2,āle,āla,,n. sg. loc.,3,3,,11,14,20
46,46,8,lawngreen_back,17,2,ale,ala,,n. du. voc.,3,3,,11,14,20
47,47,8,lawngreen_back,17,2,ale,ali,,m. sg. voc.,3,3,,11,14,20
48,48,9,lawngreen_back,17,2,āle,āla,,n. du. voc.,3,3,,11,14,20
49,49,9,lawngreen_back,17,2,āle,āli,,m. sg. voc.,3,3,,11,14,20
