,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,yellow_back,0,1,virūpa,virūpa,,iic.,6,6,,0,6,6
1,1,1,mauve_back,10,2,nāma,nāma,,prep.,4,4,,0,4,14
2,2,1,yellow_back,15,3,dik,diś,,iic.,3,3, sence of lemma = 2,0,3,18
3,3,1,deep_sky_back,18,3,gajaḥ,gaja,,m. sg. nom.,5,5,,3,8,23
4,4,1,deep_sky_back,24,4,dṛṣṭaḥ,dṛṣṭa,,m. sg. nom.,6,6,{ pp. }[dṛś_1,0,6,30
5,5,2,cyan_back,5,1,akṣā,akṣa,,f. sg. nom.,4,4,,5,9,9
6,6,2,cyan_back,5,1,akṣā,akṣan,,f. sg. nom.,4,4,,5,9,9
7,7,2,deep_sky_back,10,2,nāma,nāman,,n. sg. acc.,4,4,,0,4,14
8,8,2,deep_sky_back,10,2,nāma,nāman,,n. sg. nom.,4,4,,0,4,14
9,9,2,deep_sky_back,15,3,dik,diś,,f. sg. nom.,3,3, sence of lemma = 2,0,3,18
10,10,2,yellow_back,18,3,ga,ga,,iic.,2,2, sence of lemma = 1,3,5,20
11,11,2,yellow_back,18,3,ga,ga,,iic.,2,2, sence of lemma = 2,3,5,20
12,12,2,cyan_back,20,3,jaḥ,ja,,m. sg. nom.,3,3,,5,8,23
13,13,3,lawngreen_back,10,2,nāma,nāman,,n. sg. voc.,4,4,,0,4,14
14,14,4,mauve_back,10,2,na,na,,part.,2,2,,0,2,12
15,15,5,deep_sky_back,10,2,nā,nṛ,,m. sg. nom.,2,2,,0,2,12
16,16,6,carmin_back,11,2,ama,am,,imp. [1] ac. sg. 2,3,3,,1,4,14
17,17,7,carmin_back,11,2,āma,am,,pft. ac. pl. 2,3,3,,1,4,14
18,18,7,carmin_back,11,2,āma,am,,pft. ac. sg. 3,3,3,,1,4,14
19,19,7,carmin_back,11,2,āma,am,,pft. ac. sg. 1,3,3,,1,4,14
20,20,8,lawngreen_back,11,2,āma,āma,,m. sg. voc.,3,3,,1,4,14
21,21,8,lawngreen_back,11,2,āma,āma,,n. sg. voc.,3,3,,1,4,14
