,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,light_blue_back,0,1,tasmāt,tad,,n. sg. abl.,6,6,,0,6,6
1,1,1,light_blue_back,0,1,tasmāt,tad,,m. sg. abl.,6,6,,0,6,6
2,2,1,deep_sky_back,7,2,prathamam,prathama,,m. sg. acc.,8,9,,0,8,15
3,3,1,deep_sky_back,7,2,prathamam,prathama,,n. sg. acc.,8,9,,0,8,15
4,4,1,deep_sky_back,7,2,prathamam,prathama,,n. sg. nom.,8,9,,0,8,15
5,5,1,mauve_back,16,3,saha,saha,,adv.,4,4, sence of lemma = 2,0,4,20
6,6,1,mauve_back,16,3,saha,saha,,prep.,4,4, sence of lemma = 2,0,4,20
7,7,1,deep_sky_back,21,4,anveṣaṇīyaḥ,anu-eṣaṇīya,,m. sg. nom.,11,11,{ pfp. [2,0,11,32
8,8,2,carmin_back,16,3,saha,sah,,imp. [1] ac. sg. 2,4,4, sence of lemma = 1,0,4,20
9,9,2,mauve_back,21,4,anu,anu,,prep.,3,3,,0,3,24
10,10,2,mauve_back,21,4,anu,anu,,adv.,3,3,,0,3,24
11,11,2,deep_sky_back,24,4,eṣaṇīyaḥ,eṣaṇīya,,m. sg. nom.,8,8,{ pfp. [2,3,11,32
12,12,2,deep_sky_back,24,4,eṣaṇīyaḥ,eṣaṇīya,,m. sg. nom.,8,8,{ pfp. [2,3,11,32
13,13,2,deep_sky_back,24,4,eṣaṇīyaḥ,eṣaṇīya,,m. sg. nom.,8,8,{ pfp. [2,3,11,32
14,14,3,lawngreen_back,16,3,saha,saha,,m. sg. voc.,4,4, sence of lemma = 1,0,4,20
15,15,3,lawngreen_back,16,3,saha,saha,,n. sg. voc.,4,4, sence of lemma = 1,0,4,20
16,16,3,deep_sky_back,24,4,eṣaṇī,eṣaṇa,,f. sg. nom.,5,5,,3,8,29
17,17,3,light_blue_back,29,4,yaḥ,yad,,m. sg. nom.,3,3,,8,11,32
