,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,mauve_back,0,1,yadi,yadi,,conj.,4,4,,0,4,4
1,1,1,yellow_back,5,2,deva,deva,,iic.,4,4,,0,4,9
2,2,1,deep_sky_back,9,2,loke,loka,,m. sg. loc.,4,4,,4,8,13
3,3,1,carmin_back,14,3,pravahanti,pra-vah,,pr. [1] ac. pl. 3,10,10, sence of lemma = 1,0,10,24
4,4,1,yellow_back,25,4,himavat,himavat,,iic.,7,7,,0,7,32
5,5,1,deep_sky_back,32,4,putri,putrin,,n. sg. acc.,5,5,,7,12,37
6,6,1,deep_sky_back,32,4,putri,putrin,,n. sg. nom.,5,5,,7,12,37
7,7,1,deep_sky_back,38,5,gaṅgā,gaṅgā,,f. sg. nom.,5,5,,0,5,43
8,8,2,cyan_back,9,2,loke,loka,,n. du. acc.,4,4,,4,8,13
9,9,2,cyan_back,9,2,loke,loka,,n. du. nom.,4,4,,4,8,13
10,10,2,cyan_back,9,2,loke,loka,,n. sg. loc.,4,4,,4,8,13
11,11,2,cyan_back,9,2,loke,loka,,f. du. acc.,4,4,,4,8,13
12,12,2,cyan_back,9,2,loke,loka,,f. du. nom.,4,4,,4,8,13
13,13,2,deep_sky_back,14,3,pravahanti,pra-vahat,,n. pl. acc.,10,10,{ ppr. [1,0,10,24
14,14,2,deep_sky_back,14,3,pravahanti,pra-vahat,,n. pl. nom.,10,10,{ ppr. [1,0,10,24
15,15,2,deep_sky_back,25,4,himavat,himavat,,n. sg. acc.,7,7,,0,7,32
16,16,2,deep_sky_back,25,4,himavat,himavat,,n. sg. nom.,7,7,,0,7,32
17,17,2,lawngreen_back,32,4,putri,putrin,,n. sg. voc.,5,5,,7,12,37
18,18,2,lawngreen_back,32,4,putri,putra,,f. sg. voc.,5,5,,7,12,37
19,19,3,lawngreen_back,9,2,loke,loka,,n. du. voc.,4,4,,4,8,13
20,20,3,lawngreen_back,9,2,loke,loka,,f. du. voc.,4,4,,4,8,13
21,21,3,lawngreen_back,9,2,loke,loka,,f. sg. voc.,4,4,,4,8,13
22,22,3,lawngreen_back,14,3,pravahanti,pra-vahat,,f. sg. voc.,10,10,{ ppr. [1,0,10,24
23,23,3,lawngreen_back,14,3,pravahanti,pra-vahat,,n. pl. voc.,10,10,{ ppr. [1,0,10,24
24,24,3,yellow_back,25,4,hima,hima,,iic.,4,4,,0,4,29
25,25,3,yellow_back,29,4,vat,vas,,iic.,3,3, sence of lemma = 3,4,7,32
