,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,grey_back,0,1,rāmalakṣmaṇayo'stu,rāmalakṣmaṇayo'stu,,?,18,18,,0,18,18
1,1,1,light_blue_back,19,2,ayam,idam,,m. sg. nom.,4,4,,0,4,23
2,2,1,deep_sky_back,24,3,kaścit,kiñcit,,m. sg. nom.,6,6,,0,6,30
3,3,1,carmin_back,31,4,bhūta,bhū,,inj. [1] ac. pl. 2,4,5, sence of lemma = 1,0,4,35
4,4,1,deep_sky_back,35,4,pūrvaḥ,pūrva,,m. sg. nom.,6,6,,4,10,41
5,5,1,deep_sky_back,42,5,anubhavaḥ,anubhava,,m. sg. nom.,8,9,,0,8,50
6,6,2,light_blue_back,24,3,kaḥ,kim,,m. sg. nom.,3,3,,0,3,27
7,7,2,deep_sky_back,27,3,cit,cit,,m. sg. nom.,3,3, sence of lemma = 2,3,6,30
8,8,2,deep_sky_back,27,3,cit,cit,,n. sg. acc.,3,3, sence of lemma = 2,3,6,30
9,9,2,deep_sky_back,27,3,cit,cit,,n. sg. nom.,3,3, sence of lemma = 2,3,6,30
10,10,2,deep_sky_back,27,3,cit,cit,,f. sg. nom.,3,3, sence of lemma = 2,3,6,30
11,11,2,yellow_back,31,4,bhūta,bhūta,,iic.,4,5,{ pp. }[bhū_1,0,4,35
12,12,2,cyan_back,35,4,pūḥ,pū,,m. sg. nom.,3,3, sence of lemma = 2,4,7,38
13,13,2,cyan_back,35,4,pūḥ,pū,,f. sg. nom.,3,3, sence of lemma = 2,4,7,38
14,14,2,light_blue_back,38,4,vaḥ,yuṣmad,,m. pl. g.,3,3,,7,10,41
15,15,2,light_blue_back,38,4,vaḥ,yuṣmad,,m. pl. dat.,3,3,,7,10,41
16,16,2,light_blue_back,38,4,vaḥ,yuṣmad,,m. pl. acc.,3,3,,7,10,41
17,17,2,mauve_back,42,5,anu,anu,,prep.,3,3,,0,3,45
18,18,2,mauve_back,42,5,anu,anu,,adv.,3,3,,0,3,45
19,19,2,deep_sky_back,45,5,bhavaḥ,bhava,,m. sg. nom.,5,6,,3,8,50
20,20,3,lawngreen_back,27,3,cit,cit,,m. sg. voc.,3,3, sence of lemma = 2,3,6,30
21,21,3,lawngreen_back,27,3,cit,cit,,n. sg. voc.,3,3, sence of lemma = 2,3,6,30
22,22,3,lawngreen_back,27,3,cit,cit,,f. sg. voc.,3,3, sence of lemma = 2,3,6,30
23,23,3,yellow_back,31,4,bhū,bhū,,iic.,2,3, sence of lemma = 2,0,2,33
24,24,3,cyan_back,35,4,pu,pū,,n. sg. acc.,2,2, sence of lemma = 2,4,6,37
25,25,3,cyan_back,35,4,pu,pū,,n. sg. nom.,2,2, sence of lemma = 2,4,6,37
26,26,4,yellow_back,32,4,uta,uta,,iic.,3,3,{ pp. }[vā_3 sence of lemma = 2,1,4,35
27,27,4,yellow_back,35,4,pu,pū,,iic.,2,2, sence of lemma = 2,4,6,37
28,28,5,yellow_back,32,4,ūta,ūta,,iic.,3,3,{ pp. }[av sence of lemma = 1,1,4,35
29,29,5,yellow_back,32,4,ūta,ūta,,iic.,3,3,{ pp. }[vā_3 sence of lemma = 2,1,4,35
30,30,5,yellow_back,35,4,pū,pū,,iic.,2,2, sence of lemma = 2,4,6,37
31,31,6,deep_sky_back,36,4,ūrvaḥ,ūrva,,m. sg. nom.,5,5,,5,10,41
