,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,grey_back,0,1,ata,ata,,?,3,3,,0,3,3
1,1,1,mauve_back,4,2,eva,eva,,prep.,3,3,,0,3,7
2,2,1,yellow_back,8,3,tat,tad,,iic.,3,3,,0,3,11
3,3,1,deep_sky_back,11,3,vaṃśyāḥ,vaṃśya,,m. pl. nom.,7,7,,3,10,18
4,4,1,deep_sky_back,11,3,vaṃśyāḥ,vaṃśya,,f. pl. acc.,7,7,,3,10,18
5,5,1,deep_sky_back,11,3,vaṃśyāḥ,vaṃśya,,f. pl. nom.,7,7,,3,10,18
6,6,1,deep_sky_back,11,3,vaṃśyāḥ,vaṃśī,,f. sg. g.,7,7,,3,10,18
7,7,1,deep_sky_back,11,3,vaṃśyāḥ,vaṃśī,,f. sg. abl.,7,7,,3,10,18
8,8,1,deep_sky_back,19,4,svargam,svarga,,m. sg. acc.,7,7,,0,7,26
9,9,1,deep_sky_back,19,4,svargam,svarga,,n. sg. acc.,7,7,,0,7,26
10,10,1,deep_sky_back,19,4,svargam,svarga,,n. sg. nom.,7,7,,0,7,26
11,11,1,grey_back,27,5,śa,śa,,?,2,2,,0,2,29
12,12,1,mauve_back,30,6,iti,iti,,part.,3,3,,0,3,33
13,13,1,carmin_back,33,6,ucyante,uc,,pr. [4] md. pl. 3,7,7,,3,10,40
14,14,1,carmin_back,33,6,ucyante,vac,,pr. ps. pl. 3,7,7,,3,10,40
15,15,2,light_blue_back,8,3,tat,tad,,n. sg. acc.,3,3,,0,3,11
16,16,2,light_blue_back,8,3,tat,tad,,n. sg. nom.,3,3,,0,3,11
17,17,2,lawngreen_back,11,3,vaṃśyāḥ,vaṃśya,,m. pl. voc.,7,7,,3,10,18
18,18,2,lawngreen_back,11,3,vaṃśyāḥ,vaṃśya,,f. pl. voc.,7,7,,3,10,18
19,19,2,yellow_back,19,4,svaḥ,svar,,iic.,4,4, sence of lemma = 3,0,4,23
20,20,2,cyan_back,23,4,gam,ga,,m. sg. acc.,3,3, sence of lemma = 1,4,7,26
21,21,2,cyan_back,23,4,gam,ga,,m. sg. acc.,3,3, sence of lemma = 2,4,7,26
22,22,2,cyan_back,23,4,gam,ga,,n. sg. acc.,3,3, sence of lemma = 2,4,7,26
23,23,2,cyan_back,23,4,gam,ga,,n. sg. nom.,3,3, sence of lemma = 2,4,7,26
