,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,grey_back,0,1,etadprabhāveṇa,etadprabhāveṇa,,?,13,14,,0,13,13
1,1,1,deep_sky_back,14,2,bhavān,bhava,,m. pl. acc.,5,6,,0,5,19
2,2,1,deep_sky_back,14,2,bhavān,bhavat,,m. sg. nom.,5,6, sence of lemma = 2,0,5,19
3,3,1,deep_sky_back,20,3,caturaḥ,catura,,m. sg. nom.,7,7,,0,7,27
4,4,1,deep_sky_back,20,3,caturaḥ,catur,,m. pl. acc.,7,7,,0,7,27
5,5,1,deep_sky_back,28,4,putrān,putra,,m. pl. acc.,6,6,,0,6,34
6,6,1,yellow_back,35,5,loka,loka,,iic.,4,4,,0,4,39
7,7,1,deep_sky_back,39,5,pūjyān,pūjya,,m. pl. acc.,6,6,{ pfp. [1,4,10,45
8,8,1,deep_sky_back,46,6,śūrān,śūra,,m. pl. acc.,5,5,,0,5,51
9,9,1,carmin_back,52,7,prāpsyati,pra-āp,,fut. ac. sg. 3,9,9,,0,9,61
10,10,2,mauve_back,20,3,ca,ca,,conj.,2,2,,0,2,22
11,11,2,deep_sky_back,22,3,turaḥ,tura,,m. sg. nom.,5,5,,2,7,27
12,12,2,yellow_back,39,5,pū,pū,,iic.,2,2, sence of lemma = 2,4,6,41
13,13,2,cyan_back,41,5,jyān,jyā,,m. pl. acc.,4,4, sence of lemma = 2,6,10,45
14,14,2,cyan_back,41,5,jyān,jyā,,m. pl. acc.,4,4, sence of lemma = 3,6,10,45
15,15,2,deep_sky_back,52,7,prāpsyati,pra-āpsyat,,n. sg. loc.,9,9,{ pfu. ac. }[pra-āp,0,9,61
16,16,2,deep_sky_back,52,7,prāpsyati,pra-āpsyat,,m. sg. loc.,9,9,{ pfu. ac. }[pra-āp,0,9,61
17,17,3,carmin_back,52,7,prāpsi,pra-āp,,aor. [4] md. sg. 1,6,6,,0,6,58
18,18,3,mauve_back,58,7,ati,ati,,prep.,3,3,,6,9,61
19,19,3,mauve_back,58,7,ati,ati,,adv.,3,3,,6,9,61
