,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,lawngreen_back,0,1,viśvāmitra,viśvāmitra,,m. sg. voc.,10,10,,0,10,10
1,1,1,deep_sky_back,11,2,caritam,carita,,n. sg. acc.,7,7,{ pp. }[car,0,7,18
2,2,1,deep_sky_back,11,2,caritam,carita,,n. sg. nom.,7,7,{ pp. }[car,0,7,18
3,3,1,deep_sky_back,11,2,caritam,carita,,m. sg. acc.,7,7,{ pp. }[car,0,7,18
4,4,2,yellow_back,0,1,viśva,viśva,,iic.,5,5,,0,5,5
5,5,2,lawngreen_back,5,1,mitra,mitra,,n. sg. voc.,5,5,,5,10,10
6,6,2,lawngreen_back,5,1,mitra,mitra,,m. sg. voc.,5,5,,5,10,10
7,7,3,yellow_back,0,1,viśvā,viśvā,,iic.,5,5,,0,5,5
8,8,3,lawngreen_back,7,1,tra,tra,,m. sg. voc.,3,3,,7,10,10
9,9,3,lawngreen_back,7,1,tra,tra,,n. sg. voc.,3,3,,7,10,10
10,10,4,light_blue_back,0,1,viśvā,viśva,,f. sg. nom.,5,5,,0,5,5
11,11,5,yellow_back,0,1,viś,viś,,iic.,3,3, sence of lemma = 2,0,3,3
12,12,5,yellow_back,3,1,vāmi,vāmin,,iic.,4,4,,3,7,7
13,13,5,yellow_back,3,1,vāmi,vāma,,iic.,4,4, sence of lemma = 2,3,7,7
14,14,6,lawngreen_back,4,1,amitra,amitra,,m. sg. voc.,6,6,,4,10,10
15,15,6,lawngreen_back,4,1,amitra,amitra,,n. sg. voc.,6,6,,4,10,10
16,16,7,lawngreen_back,4,1,āmitra,āmitra,,m. sg. voc.,6,6,,4,10,10
17,17,7,lawngreen_back,4,1,āmitra,āmitra,,n. sg. voc.,6,6,,4,10,10
18,18,8,yellow_back,4,1,a,a,,iic.,1,1,,4,5,5
