,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,light_blue_back,0,1,tasmāt,tad,,n. sg. abl.,6,6,,0,6,6
1,1,1,light_blue_back,0,1,tasmāt,tad,,m. sg. abl.,6,6,,0,6,6
2,2,1,light_blue_back,6,1,tvam,yuṣmad,,m. sg. nom.,4,4,,6,10,10
3,3,1,mauve_back,10,1,eva,eva,,prep.,3,3,,10,13,13
4,4,1,mauve_back,14,2,gatvā,gam,,abs.,5,5,,0,5,19
5,5,1,light_blue_back,20,3,teṣām,tad,,n. pl. g.,5,5,,0,5,25
6,6,1,light_blue_back,20,3,teṣām,tad,,m. pl. g.,5,5,,0,5,25
7,7,1,deep_sky_back,26,4,kṣemam,kṣema,,m. sg. acc.,6,6,,0,6,32
8,8,1,deep_sky_back,26,4,kṣemam,kṣema,,n. sg. acc.,6,6,,0,6,32
9,9,1,deep_sky_back,26,4,kṣemam,kṣema,,n. sg. nom.,6,6,,0,6,32
10,10,1,mauve_back,33,5,jñātvā,jñā,,abs.,6,6, sence of lemma = 1,0,6,39
11,11,1,yellow_back,40,6,yajña,yajña,,iic.,5,5,,0,5,45
12,12,1,carmin_back,50,7,ānaya,an,,ca. imp. ac. sg. 2,5,5, sence of lemma = 2,0,5,55
13,13,2,mauve_back,6,1,tu,tu,,conj.,2,2,,6,8,8
14,14,2,carmin_back,8,1,ameva,am,,opt. [1] ac. du. 1,5,5,,8,13,13
15,15,2,deep_sky_back,33,5,jñā,jña,,f. sg. nom.,3,3,,0,3,36
16,16,2,light_blue_back,36,5,tvā,yuṣmad,,m. sg. acc.,3,3,,3,6,39
17,17,2,deep_sky_back,44,6,aśvam,aśva,,m. sg. acc.,5,5,,4,9,49
18,18,2,carmin_back,50,7,ānaya,ā-nī,,imp. [1] ac. sg. 2,5,5, sence of lemma = 1,0,5,55
19,19,3,mauve_back,8,1,amā,amā,,adv.,3,3,,8,11,11
20,20,3,deep_sky_back,44,6,āśvam,āśva,,m. sg. acc.,5,5,,4,9,49
21,21,3,deep_sky_back,44,6,āśvam,āśva,,n. sg. acc.,5,5,,4,9,49
22,22,3,deep_sky_back,44,6,āśvam,āśva,,n. sg. nom.,5,5,,4,9,49
23,23,3,yellow_back,50,7,āna,āna,,iic.,3,3,,0,3,53
24,24,3,lawngreen_back,53,7,ya,ya,,n. sg. voc.,2,2, sence of lemma = 2,3,5,55
25,25,4,carmin_back,8,1,ama,am,,imp. [1] ac. sg. 2,3,3,,8,11,11
26,26,4,cyan_back,44,6,aśvam,aśva,,n. sg. acc.,5,5,,4,9,49
27,27,4,cyan_back,44,6,aśvam,aśva,,n. sg. nom.,5,5,,4,9,49
28,28,5,mauve_back,10,1,iva,iva,,part.,3,3,,10,13,13
