,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,light_blue_back,0,1,tena,tad,,n. sg. i.,4,4,,0,4,4
1,1,1,light_blue_back,0,1,tena,tad,,m. sg. i.,4,4,,0,4,4
2,2,1,deep_sky_back,5,2,pavitreṇa,pavitra,,n. sg. i.,9,9,,0,9,14
3,3,1,deep_sky_back,5,2,pavitreṇa,pavitra,,m. sg. i.,9,9,,0,9,14
4,4,1,deep_sky_back,15,3,jalena,jala,,m. sg. i.,6,6,,0,6,21
5,5,1,deep_sky_back,15,3,jalena,jala,,n. sg. i.,6,6,,0,6,21
6,6,1,mauve_back,22,4,aṅga,aṅga,,part.,4,4, sence of lemma = 2,0,4,26
7,7,1,deep_sky_back,26,4,rājyam,rājya,,n. sg. acc.,6,6,{ pfp. [1,4,10,32
8,8,1,deep_sky_back,26,4,rājyam,rājya,,n. sg. nom.,6,6,{ pfp. [1,4,10,32
9,9,1,deep_sky_back,26,4,rājyam,rājya,,m. sg. acc.,6,6,{ pfp. [1,4,10,32
10,10,1,mauve_back,33,5,punaḥ,punar,,adv.,5,5,,0,5,38
11,11,1,mauve_back,33,5,punaḥ,punar,,conj.,5,5,,0,5,38
12,12,1,deep_sky_back,39,6,sampadā,sampad,,f. sg. i.,7,7, sence of lemma = 2,0,7,46
13,13,1,deep_sky_back,47,7,śobhamānam,śobhamāna,,n. sg. acc.,9,10,{ ppr. [1,0,9,56
14,14,1,deep_sky_back,47,7,śobhamānam,śobhamāna,,n. sg. nom.,9,10,{ ppr. [1,0,9,56
15,15,1,deep_sky_back,47,7,śobhamānam,śobhamāna,,m. sg. acc.,9,10,{ ppr. [1,0,9,56
16,16,1,mauve_back,57,8,mā,mā,,part.,2,2, sence of lemma = 2,0,2,59
17,17,2,carmin_back,0,1,tena,tan,,pft. ac. pl. 2,4,4, sence of lemma = 1,0,4,4
18,18,2,carmin_back,0,1,tena,tan,,pft. ac. pl. 2,4,4, sence of lemma = 2,0,4,4
19,19,2,yellow_back,5,2,pavitṛ,pavitṛ,,iic.,6,6,,0,6,11
20,20,2,lawngreen_back,11,2,eṇa,eṇa,,m. sg. voc.,3,3,,6,9,14
21,21,2,yellow_back,15,3,jala,jala,,iic.,4,4,,0,4,19
22,22,2,mauve_back,19,3,na,na,,part.,2,2,,4,6,21
23,23,2,yellow_back,22,4,aṅga,aṅga,,iic.,4,4, sence of lemma = 1,0,4,26
24,24,2,cyan_back,26,4,rā,rā,,m. sg. i.,2,2, sence of lemma = 2,4,6,28
25,25,2,cyan_back,26,4,rā,rā,,f. sg. nom.,2,2, sence of lemma = 2,4,6,28
26,26,2,cyan_back,28,4,jyam,jyā,,m. sg. acc.,4,4, sence of lemma = 2,6,10,32
27,27,2,cyan_back,28,4,jyam,jyā,,n. sg. acc.,4,4, sence of lemma = 2,6,10,32
28,28,2,cyan_back,28,4,jyam,jyā,,n. sg. nom.,4,4, sence of lemma = 2,6,10,32
29,29,2,cyan_back,28,4,jyam,jyā,,m. sg. acc.,4,4, sence of lemma = 3,6,10,32
30,30,2,cyan_back,28,4,jyam,jyā,,n. sg. acc.,4,4, sence of lemma = 3,6,10,32
31,31,2,cyan_back,28,4,jyam,jyā,,n. sg. nom.,4,4, sence of lemma = 3,6,10,32
32,32,2,deep_sky_back,47,7,śobham,śobha,,m. sg. acc.,5,6,,0,5,52
33,33,2,deep_sky_back,47,7,śobham,śobha,,n. sg. acc.,5,6,,0,5,52
34,34,2,deep_sky_back,47,7,śobham,śobha,,n. sg. nom.,5,6,,0,5,52
35,35,2,deep_sky_back,52,7,ānam,āna,,m. sg. acc.,4,4,,5,9,56
36,36,2,deep_sky_back,52,7,ānam,āna,,n. sg. acc.,4,4,,5,9,56
37,37,2,deep_sky_back,52,7,ānam,āna,,n. sg. nom.,4,4,,5,9,56
38,38,2,light_blue_back,57,8,mā,asmad,,m. sg. acc.,2,2,,0,2,59
39,39,3,light_blue_back,0,1,te,tad,,n. du. acc.,2,2,,0,2,2
40,40,3,light_blue_back,0,1,te,tad,,n. du. nom.,2,2,,0,2,2
41,41,3,light_blue_back,0,1,te,tad,,m. pl. nom.,2,2,,0,2,2
42,42,3,light_blue_back,0,1,te,tad,,f. du. acc.,2,2,,0,2,2
43,43,3,light_blue_back,0,1,te,tad,,f. du. nom.,2,2,,0,2,2
44,44,3,light_blue_back,0,1,te,yuṣmad,,m. sg. g.,2,2,,0,2,2
45,45,3,light_blue_back,0,1,te,yuṣmad,,m. sg. dat.,2,2,,0,2,2
46,46,3,mauve_back,2,1,na,na,,part.,2,2,,2,4,4
47,47,3,deep_sky_back,5,2,pavitṛ,pavitṛ,,n. sg. acc.,6,6,,0,6,11
48,48,3,deep_sky_back,5,2,pavitṛ,pavitṛ,,n. sg. nom.,6,6,,0,6,11
49,49,3,lawngreen_back,11,2,eṇa,eṇa,,n. sg. voc.,3,3,,6,9,14
50,50,3,deep_sky_back,15,3,jalā,jala,,f. sg. nom.,4,4,,0,4,19
51,51,3,carmin_back,22,4,aṅga,aṅg,,imp. [1] ac. sg. 2,4,4,,0,4,26
52,52,3,yellow_back,26,4,rā,rā,,iic.,2,2, sence of lemma = 2,4,6,28
53,53,3,yellow_back,47,7,śobha,śobha,,iic.,4,5,,0,4,51
54,54,3,deep_sky_back,51,7,mānam,māna,,m. sg. acc.,5,5, sence of lemma = 1,4,9,56
55,55,3,deep_sky_back,51,7,mānam,māna,,n. sg. acc.,5,5, sence of lemma = 2,4,9,56
56,56,3,deep_sky_back,51,7,mānam,māna,,n. sg. nom.,5,5, sence of lemma = 2,4,9,56
57,57,3,carmin_back,58,8,āsīt,ās,,inj. [5] ac. sg. 3,4,4, sence of lemma = 2,1,5,62
58,58,3,carmin_back,58,8,āsīt,ās,,aor. [5] ac. sg. 3,4,4, sence of lemma = 2,1,5,62
59,59,3,carmin_back,58,8,āsīt,as,,impft. [2] ac. sg. 3,4,4, sence of lemma = 1,1,5,62
60,60,4,deep_sky_back,15,3,jale,jala,,m. sg. loc.,4,4,,0,4,19
61,61,4,deep_sky_back,15,3,jale,jala,,n. du. acc.,4,4,,0,4,19
62,62,4,deep_sky_back,15,3,jale,jala,,n. du. nom.,4,4,,0,4,19
63,63,4,deep_sky_back,15,3,jale,jala,,n. sg. loc.,4,4,,0,4,19
64,64,4,deep_sky_back,15,3,jale,jala,,f. du. acc.,4,4,,0,4,19
65,65,4,deep_sky_back,15,3,jale,jala,,f. du. nom.,4,4,,0,4,19
66,66,4,deep_sky_back,27,4,ājyam,ājya,,n. sg. acc.,5,5,,5,10,32
67,67,4,deep_sky_back,27,4,ājyam,ājya,,n. sg. nom.,5,5,,5,10,32
68,68,4,carmin_back,47,7,śobha,śubh,,imp. [1] ac. sg. 2,4,5, sence of lemma = 1,0,4,51
69,69,4,cyan_back,51,7,mānam,māna,,n. sg. acc.,5,5, sence of lemma = 1,4,9,56
70,70,4,cyan_back,51,7,mānam,māna,,n. sg. nom.,5,5, sence of lemma = 1,4,9,56
71,71,4,cyan_back,51,7,mānam,māna,,m. sg. acc.,5,5, sence of lemma = 2,4,9,56
72,72,5,lawngreen_back,18,3,ina,ina,,m. sg. voc.,3,3,,3,6,21
73,73,5,lawngreen_back,18,3,ina,ina,,n. sg. voc.,3,3,,3,6,21
74,74,5,deep_sky_back,27,4,ajyam,ajya,,n. sg. acc.,5,5,{ pfp. [1,5,10,32
75,75,5,deep_sky_back,27,4,ajyam,ajya,,n. sg. nom.,5,5,{ pfp. [1,5,10,32
76,76,5,deep_sky_back,27,4,ajyam,ajya,,m. sg. acc.,5,5,{ pfp. [1,5,10,32
77,77,5,mauve_back,51,7,mā,mā,,part.,2,2, sence of lemma = 2,4,6,53
78,78,6,cyan_back,27,4,ājyam,ājya,,m. sg. acc.,5,5,,5,10,32
79,79,6,light_blue_back,51,7,mā,asmad,,m. sg. acc.,2,2,,4,6,53
80,80,7,carmin_back,52,7,ānam,an,,impft. [2] ac. sg. 1,4,4, sence of lemma = 2,5,9,56
