,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,grey_back,0,1,tada,tada,,?,4,4,,0,4,4
1,1,1,deep_sky_back,5,2,kupitasya,kupita,,n. sg. g.,9,9,{ pp. }[kup,0,9,14
2,2,1,deep_sky_back,5,2,kupitasya,kupita,,m. sg. g.,9,9,{ pp. }[kup,0,9,14
3,3,1,deep_sky_back,15,3,kapilasya,kapila,,m. sg. g.,9,9,,0,9,24
4,4,1,deep_sky_back,15,3,kapilasya,kapila,,n. sg. g.,9,9,,0,9,24
5,5,1,yellow_back,25,4,netra,netra,,iic.,5,5,,0,5,30
6,6,1,light_blue_back,34,5,te,tad,,n. du. acc.,2,2,,0,2,36
7,7,1,light_blue_back,34,5,te,tad,,n. du. nom.,2,2,,0,2,36
8,8,1,light_blue_back,34,5,te,tad,,m. pl. nom.,2,2,,0,2,36
9,9,1,light_blue_back,34,5,te,tad,,f. du. acc.,2,2,,0,2,36
10,10,1,light_blue_back,34,5,te,tad,,f. du. nom.,2,2,,0,2,36
11,11,1,light_blue_back,34,5,te,yuṣmad,,m. sg. g.,2,2,,0,2,36
12,12,1,light_blue_back,34,5,te,yuṣmad,,m. sg. dat.,2,2,,0,2,36
13,13,1,deep_sky_back,37,6,sarve,sarva,,m. pl. nom.,5,5,,0,5,42
14,14,1,deep_sky_back,37,6,sarve,sarva,,m. sg. loc.,5,5,,0,5,42
15,15,1,deep_sky_back,37,6,sarve,sarva,,n. du. acc.,5,5,,0,5,42
16,16,1,deep_sky_back,37,6,sarve,sarva,,n. du. nom.,5,5,,0,5,42
17,17,1,deep_sky_back,37,6,sarve,sarva,,n. sg. loc.,5,5,,0,5,42
18,18,1,mauve_back,42,6,api,api,,conj.,3,3,,5,8,45
19,19,1,mauve_back,42,6,api,api,,prep.,3,3,,5,8,45
20,20,1,orange_back,46,7,bhasmī,bhasman,,iiv.,5,6,,0,5,51
21,21,1,deep_sky_back,51,7,bhūtaḥ,bhūta,,m. sg. nom.,5,6,{ pp. }[bhū_1,5,10,56
22,22,2,deep_sky_back,25,4,netrā,netṛ,,m. sg. i.,5,5,,0,5,30
23,23,2,light_blue_back,37,6,sarve,sarva,,f. du. acc.,5,5,,0,5,42
24,24,2,light_blue_back,37,6,sarve,sarva,,f. du. nom.,5,5,,0,5,42
25,25,3,deep_sky_back,29,4,agnau,agni,,m. sg. loc.,4,5,,4,8,33
26,26,4,cyan_back,29,4,agnau,agni,,f. sg. loc.,4,5,,4,8,33
