,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,mauve_back,0,1,tataḥ,tatas,,adv.,5,5,,0,5,5
1,1,1,mauve_back,0,1,tataḥ,tad,,tasil,5,5,,0,5,5
2,2,1,grey_back,6,2,sa,sa,,?,2,2,,0,2,8
3,3,1,mauve_back,9,3,eva,eva,,prep.,3,3,,0,3,12
4,4,1,light_blue_back,13,4,etām,etad,,f. sg. acc.,4,4,,0,4,17
5,5,1,carmin_back,18,5,rakṣiṣyati,rakṣ,,fut. ac. sg. 3,10,10,,0,10,28
6,6,2,deep_sky_back,0,1,tataḥ,tata,,m. sg. nom.,5,5, sence of lemma = 2,0,5,5
7,7,2,carmin_back,13,4,etām,ā-i,,imp. [2] ac. du. 3,4,4,,0,4,17
8,8,2,deep_sky_back,18,5,rakṣiṣyati,rakṣiṣyat,,n. sg. loc.,10,10,{ pfu. ac. }[rakṣ,0,10,28
9,9,2,deep_sky_back,18,5,rakṣiṣyati,rakṣiṣyat,,m. sg. loc.,10,10,{ pfu. ac. }[rakṣ,0,10,28
10,10,3,deep_sky_back,0,1,tataḥ,tata,,m. sg. nom.,5,5,{ pp. }[tan_1 sence of lemma = 1,0,5,5
11,11,3,deep_sky_back,13,4,etām,ā-ita,,f. sg. acc.,4,4,{ pp. }[ā-i,0,4,17
