,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,deep_sky_back,0,1,avyājaḥ,avyāja,,m. sg. nom.,7,7,,0,7,7
1,1,1,deep_sky_back,8,2,anurāgaḥ,anurāga,,m. sg. nom.,8,8,,0,8,16
2,2,1,deep_sky_back,17,3,ādiḥ,ādi,,m. sg. nom.,4,4,,0,4,21
3,3,1,deep_sky_back,17,3,ādiḥ,ādi,,f. sg. nom.,4,4,,0,4,21
4,4,1,carmin_back,21,3,āsīt,ās,,inj. [5] ac. sg. 3,4,4, sence of lemma = 2,4,8,25
5,5,1,carmin_back,21,3,āsīt,ās,,aor. [5] ac. sg. 3,4,4, sence of lemma = 2,4,8,25
6,6,1,carmin_back,21,3,āsīt,as,,impft. [2] ac. sg. 3,4,4, sence of lemma = 1,4,8,25
7,7,2,deep_sky_back,0,1,avyā,avi,,f. sg. i.,4,4,,0,4,4
8,8,2,deep_sky_back,0,1,avyā,avī,,f. du. acc.,4,4,,0,4,4
9,9,2,deep_sky_back,0,1,avyā,avī,,f. du. nom.,4,4,,0,4,4
10,10,2,deep_sky_back,0,1,avyā,avī,,f. sg. i.,4,4,,0,4,4
11,11,2,mauve_back,8,2,anu,anu,,prep.,3,3,,0,3,11
12,12,2,mauve_back,8,2,anu,anu,,adv.,3,3,,0,3,11
13,13,2,deep_sky_back,11,2,rāgaḥ,rāga,,m. sg. nom.,5,5,,3,8,16
14,14,2,yellow_back,17,3,ādi,ādi,,iic.,3,3,,0,3,20
15,15,2,yellow_back,17,3,ādi,ādin,,iic.,3,3,,0,3,20
16,16,2,cyan_back,20,3,rā,rā,,m. sg. i.,2,2, sence of lemma = 2,3,5,22
17,17,2,cyan_back,20,3,rā,rā,,f. sg. nom.,2,2, sence of lemma = 2,3,5,22
18,18,3,yellow_back,0,1,avi,avi,,iic.,3,3,,0,3,3
19,19,3,yellow_back,0,1,avi,avī,,iic.,3,3,,0,3,3
20,20,3,deep_sky_back,3,1,ajaḥ,aja,,m. sg. nom.,4,4, sence of lemma = 1,3,7,7
21,21,3,deep_sky_back,3,1,ajaḥ,aja,,m. sg. nom.,4,4, sence of lemma = 2,3,7,7
22,22,3,yellow_back,8,2,an,an,,iic.,2,2, sence of lemma = 1,0,2,10
23,23,3,yellow_back,10,2,ura,uras,,iic.,3,3,,2,5,13
24,24,4,yellow_back,0,1,avī,avī,,iic.,3,3,,0,3,3
25,25,4,deep_sky_back,3,1,ājaḥ,āja,,m. sg. nom.,4,4,,3,7,7
26,26,4,deep_sky_back,12,2,agaḥ,aga,,m. sg. nom.,4,4,,4,8,16
27,27,5,deep_sky_back,0,1,avī,avī,,f. sg. nom.,3,3,,0,3,3
28,28,5,deep_sky_back,0,1,avī,avi,,m. du. acc.,3,3,,0,3,3
29,29,5,deep_sky_back,0,1,avī,avi,,m. du. nom.,3,3,,0,3,3
30,30,5,deep_sky_back,0,1,avī,avi,,f. du. acc.,3,3,,0,3,3
31,31,5,deep_sky_back,0,1,avī,avi,,f. du. nom.,3,3,,0,3,3
32,32,5,carmin_back,3,1,ājaḥ,aj,,impft. [1] ac. sg. 2,4,4,,3,7,7
33,33,5,deep_sky_back,12,2,āgaḥ,āgas,,n. sg. acc.,4,4,,4,8,16
34,34,5,deep_sky_back,12,2,āgaḥ,āgas,,n. sg. nom.,4,4,,4,8,16
35,35,6,yellow_back,0,1,a,a,,iic.,1,1,,0,1,1
36,36,6,deep_sky_back,1,1,vyājaḥ,vyāja,,m. sg. nom.,6,6,,1,7,7
37,37,6,lawngreen_back,12,2,āgaḥ,āgas,,n. sg. voc.,4,4,,4,8,16
38,38,7,lawngreen_back,12,2,āgaḥ,āgas,,m. sg. voc.,4,4,,4,8,16
39,39,7,lawngreen_back,12,2,āgaḥ,āgas,,f. sg. voc.,4,4,,4,8,16
