,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,deep_sky_back,0,1,daśarathasya,daśaratha,,m. sg. g.,11,12,,0,11,11
1,1,1,light_blue_back,14,2,sa,tad,,m. sg. nom.,2,2,,0,2,16
2,2,1,deep_sky_back,17,3,prajāsu,prajā,,f. pl. loc.,7,7,,0,7,24
3,3,1,mauve_back,25,4,atīva,atīva,,ind.,5,5,,0,5,30
4,4,1,deep_sky_back,31,5,anurāgaḥ,anurāga,,m. sg. nom.,8,8,,0,8,39
5,5,1,carmin_back,40,6,āsīt,ās,,inj. [5] ac. sg. 3,4,4, sence of lemma = 2,0,4,44
6,6,1,carmin_back,40,6,āsīt,ās,,aor. [5] ac. sg. 3,4,4, sence of lemma = 2,0,4,44
7,7,1,carmin_back,40,6,āsīt,as,,impft. [2] ac. sg. 3,4,4, sence of lemma = 1,0,4,44
8,8,2,yellow_back,0,1,daśa,daśan,,iic.,4,4,,0,4,4
9,9,2,deep_sky_back,4,1,rathasya,ratha,,m. sg. g.,7,8,,4,11,11
10,10,2,yellow_back,17,3,prajā,prajā,,iic.,5,5,,0,5,22
11,11,2,lawngreen_back,22,3,su,sū,,m. sg. voc.,2,2, sence of lemma = 2,5,7,24
12,12,2,lawngreen_back,22,3,su,sū,,f. sg. voc.,2,2, sence of lemma = 2,5,7,24
13,13,2,mauve_back,25,4,ati,ati,,ind.,3,3,,0,3,28
14,14,2,mauve_back,31,5,anu,anu,,ind.,3,3,,0,3,34
15,15,2,deep_sky_back,34,5,rāgaḥ,rāga,,m. sg. nom.,5,5,,3,8,39
16,16,3,deep_sky_back,0,1,daśa,daśan,,m. pl. acc.,4,4,,0,4,4
17,17,3,deep_sky_back,0,1,daśa,daśan,,m. pl. nom.,4,4,,0,4,4
18,18,3,cyan_back,4,1,rathasya,ratha,,n. sg. g.,7,8,,4,11,11
19,19,3,deep_sky_back,17,3,prajā,prajā,,f. sg. nom.,5,5,,0,5,22
20,20,3,mauve_back,27,4,iva,iva,,ind.,3,3,,2,5,30
21,21,3,yellow_back,31,5,an,an,,iic.,2,2, sence of lemma = 1,0,2,33
22,22,3,yellow_back,33,5,ura,uras,,iic.,3,3,,2,5,36
23,23,4,carmin_back,0,1,daśa,daṃś,,imp. [1] ac. sg. 2,4,4,,0,4,4
24,24,4,deep_sky_back,10,1,āpi,āpī,,n. sg. acc.,3,3,,10,13,13
25,25,4,deep_sky_back,10,1,āpi,āpī,,n. sg. nom.,3,3,,10,13,13
26,26,4,cyan_back,21,3,asu,asu,,n. sg. acc.,3,3,,4,7,24
27,27,4,cyan_back,21,3,asu,asu,,n. sg. nom.,3,3,,4,7,24
28,28,4,deep_sky_back,35,5,agaḥ,aga,,m. sg. nom.,4,4,,4,8,39
29,29,5,lawngreen_back,10,1,āpi,āpī,,m. sg. voc.,3,3,,10,13,13
30,30,5,lawngreen_back,10,1,āpi,āpī,,n. sg. voc.,3,3,,10,13,13
31,31,5,lawngreen_back,10,1,āpi,āpī,,f. sg. voc.,3,3,,10,13,13
32,32,5,lawngreen_back,21,3,asu,asu,,n. sg. voc.,3,3,,4,7,24
33,33,5,deep_sky_back,35,5,āgaḥ,āgas,,n. sg. acc.,4,4,,4,8,39
34,34,5,deep_sky_back,35,5,āgaḥ,āgas,,n. sg. nom.,4,4,,4,8,39
35,35,6,mauve_back,10,1,api,api,,ind.,3,3,,10,13,13
36,36,6,light_blue_back,21,3,āsu,idam,,f. pl. loc.,3,3,,4,7,24
37,37,6,lawngreen_back,35,5,āgaḥ,āgas,,n. sg. voc.,4,4,,4,8,39
38,38,7,lawngreen_back,35,5,āgaḥ,āgas,,m. sg. voc.,4,4,,4,8,39
39,39,7,lawngreen_back,35,5,āgaḥ,āgas,,f. sg. voc.,4,4,,4,8,39
