,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,mauve_back,0,1,ataḥ,atas,,adv.,4,4,,0,4,4
1,1,1,deep_sky_back,5,2,bhavān,bhava,,m. pl. acc.,5,6,,0,5,10
2,2,1,deep_sky_back,5,2,bhavān,bhavat,,m. sg. nom.,5,6, sence of lemma = 2,0,5,10
3,3,1,mauve_back,11,3,eva,eva,,prep.,3,3,,0,3,14
4,4,1,deep_sky_back,15,4,śaraṇam,śaraṇa,,m. sg. acc.,7,7,,0,7,22
5,5,1,deep_sky_back,15,4,śaraṇam,śaraṇa,,n. sg. acc.,7,7,,0,7,22
6,6,1,deep_sky_back,15,4,śaraṇam,śaraṇa,,n. sg. nom.,7,7,,0,7,22
7,7,1,mauve_back,23,5,iti,iti,,part.,3,3,,0,3,26
8,8,1,yellow_back,27,6,śaraṇa,śaraṇa,,iic.,6,6,,0,6,33
9,9,1,deep_sky_back,33,6,gatim,gati,,f. sg. acc.,5,5,,6,11,38
10,10,1,deep_sky_back,39,7,kṛtavantaḥ,kṛtavat,,m. pl. nom.,10,10,{ ppa. }[kṛ_1,0,10,49
11,11,2,deep_sky_back,27,6,śaraṇā,śaraṇa,,f. sg. nom.,6,6,,0,6,33
12,12,2,lawngreen_back,39,7,kṛtavantaḥ,kṛtavat,,m. pl. voc.,10,10,{ ppa. }[kṛ_1,0,10,49
13,13,3,deep_sky_back,32,6,agatim,agati,,m. sg. acc.,6,6,,5,11,38
14,14,3,deep_sky_back,32,6,agatim,agati,,f. sg. acc.,6,6,,5,11,38
15,15,4,deep_sky_back,32,6,āgatim,āgati,,f. sg. acc.,6,6,,5,11,38
16,16,5,cyan_back,32,6,āgatim,āgati,,m. sg. acc.,6,6,,5,11,38
17,17,6,yellow_back,32,6,a,a,,iic.,1,1,,5,6,33
