,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,light_blue_back,0,1,sā,tad,,f. sg. nom.,2,2,,0,2,2
1,1,1,mauve_back,3,2,ca,ca,,conj.,2,2,,0,2,5
2,2,1,deep_sky_back,6,3,kauśikī,kauśika,,f. sg. nom.,6,7, sence of lemma = 2,0,6,12
3,3,1,mauve_back,13,4,na,na,,part.,2,2,,0,2,15
4,4,1,grey_back,16,5,dīti,dīti,,?,4,4,,0,4,20
5,5,1,yellow_back,21,6,samā,samā,,iic.,4,4,,0,4,25
6,6,1,lawngreen_back,25,6,hūya,hūya,,n. sg. voc.,4,4,,4,8,29
7,7,1,light_blue_back,30,7,te,tad,,n. du. acc.,2,2,,0,2,32
8,8,1,light_blue_back,30,7,te,tad,,n. du. nom.,2,2,,0,2,32
9,9,1,light_blue_back,30,7,te,tad,,m. pl. nom.,2,2,,0,2,32
10,10,1,light_blue_back,30,7,te,tad,,f. du. acc.,2,2,,0,2,32
11,11,1,light_blue_back,30,7,te,tad,,f. du. nom.,2,2,,0,2,32
12,12,1,light_blue_back,30,7,te,yuṣmad,,m. sg. g.,2,2,,0,2,32
13,13,1,light_blue_back,30,7,te,yuṣmad,,m. sg. dat.,2,2,,0,2,32
14,14,2,deep_sky_back,21,6,samā,samā,,f. sg. nom.,4,4,,0,4,25
15,15,2,deep_sky_back,21,6,samā,sama,,f. sg. nom.,4,4,,0,4,25
16,16,3,mauve_back,24,6,āhūya,ā-hū,,abs.,5,5,,3,8,29
