,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,deep_sky_back,0,1,tatsthān,tatstha,,m. pl. acc.,7,8,,0,7,7
1,1,1,carmin_back,7,1,ameva,am,,opt. [1] ac. du. 1,5,5,,7,12,12
2,2,1,yellow_back,13,2,sarva,sarva,,iic.,5,5,,0,5,18
3,3,1,cyan_back,18,2,dhātuni,dhātu,,n. sg. loc.,6,7,,5,11,24
4,4,1,deep_sky_back,24,2,layam,laya,,m. sg. acc.,5,5,,11,16,29
5,5,1,carmin_back,30,3,āsīt,ās,,inj. [5] ac. sg. 3,4,4, sence of lemma = 2,0,4,34
6,6,1,carmin_back,30,3,āsīt,ās,,aor. [5] ac. sg. 3,4,4, sence of lemma = 2,0,4,34
7,7,1,carmin_back,30,3,āsīt,as,,impft. [2] ac. sg. 3,4,4, sence of lemma = 1,0,4,34
8,8,2,yellow_back,0,1,tatstha,tatstha,,iic.,6,7,,0,6,6
9,9,2,carmin_back,6,1,nameva,nam,,opt. [1] ac. du. 1,6,6,,6,12,12
10,10,2,yellow_back,18,2,dhātu,dhātu,,iic.,4,5,,5,9,22
11,11,2,deep_sky_back,22,2,nilayam,nilaya,,m. sg. acc.,7,7,,9,16,29
12,12,3,deep_sky_back,0,1,tatsthā,tatstha,,f. sg. nom.,6,7,,0,6,6
13,13,3,carmin_back,6,1,nama,nam,,imp. [1] ac. sg. 2,4,4,,6,10,10
14,14,3,cyan_back,18,2,dhātu,dhātu,,n. sg. acc.,4,5,,5,9,22
15,15,3,cyan_back,18,2,dhātu,dhātu,,n. sg. nom.,4,5,,5,9,22
16,16,3,cyan_back,22,2,nilayam,nilaya,,n. sg. acc.,7,7,,9,16,29
17,17,3,cyan_back,22,2,nilayam,nilaya,,n. sg. nom.,7,7,,9,16,29
18,18,4,yellow_back,0,1,tat,tad,,iic.,3,3,,0,3,3
19,19,4,deep_sky_back,3,1,sthānam,sthāna,,n. sg. acc.,6,7,,3,9,9
20,20,4,deep_sky_back,3,1,sthānam,sthāna,,n. sg. nom.,6,7,,3,9,9
21,21,4,mauve_back,9,1,iva,iva,,part.,3,3,,9,12,12
22,22,4,cyan_back,18,2,dhā,dhā,,m. sg. i.,2,3, sence of lemma = 3,5,7,20
23,23,4,cyan_back,18,2,dhā,dhā,,f. sg. nom.,2,3, sence of lemma = 3,5,7,20
24,24,4,mauve_back,20,2,tu,tu,,conj.,2,2,,7,9,22
25,25,5,light_blue_back,0,1,tat,tad,,n. sg. acc.,3,3,,0,3,3
26,26,5,light_blue_back,0,1,tat,tad,,n. sg. nom.,3,3,,0,3,3
27,27,5,cyan_back,3,1,sthānam,sthāna,,m. sg. acc.,6,7,,3,9,9
28,28,5,mauve_back,9,1,eva,eva,,prep.,3,3,,9,12,12
29,29,6,cyan_back,3,1,sthān,stha,,m. pl. acc.,4,5,,3,7,7
30,30,6,mauve_back,7,1,amā,amā,,adv.,3,3,,7,10,10
31,31,7,cyan_back,3,1,sthā,stha,,f. sg. nom.,3,4,,3,6,6
32,32,7,mauve_back,6,1,na,na,,part.,2,2,,6,8,8
33,33,7,mauve_back,8,1,mā,mā,,part.,2,2, sence of lemma = 2,8,10,10
34,34,8,yellow_back,3,1,stha,stha,,iic.,3,4,,3,6,6
35,35,8,carmin_back,7,1,ama,am,,imp. [1] ac. sg. 2,3,3,,7,10,10
36,36,9,carmin_back,3,1,stha,as,,pr. [2] ac. pl. 2,3,4, sence of lemma = 1,3,6,6
37,37,9,light_blue_back,8,1,mā,asmad,,m. sg. acc.,2,2,,8,10,10
38,38,10,carmin_back,5,1,ānameva,ā-nam,,opt. [1] ac. du. 1,7,7,,5,12,12
39,39,11,cyan_back,5,1,ānamā,ānama,,f. sg. nom.,5,5,,5,10,10
40,40,12,carmin_back,5,1,ānama,ā-nam,,imp. [1] ac. sg. 2,5,5,,5,10,10
41,41,13,deep_sky_back,5,1,ānam,āna,,m. sg. acc.,4,4,,5,9,9
42,42,13,deep_sky_back,5,1,ānam,āna,,n. sg. acc.,4,4,,5,9,9
43,43,13,deep_sky_back,5,1,ānam,āna,,n. sg. nom.,4,4,,5,9,9
44,44,14,carmin_back,5,1,ānam,an,,impft. [2] ac. sg. 1,4,4, sence of lemma = 2,5,9,9
45,45,15,carmin_back,5,1,āna,an,,pft. ac. pl. 2,3,3, sence of lemma = 2,5,8,8
46,46,15,carmin_back,5,1,āna,an,,pft. ac. sg. 3,3,3, sence of lemma = 2,5,8,8
47,47,15,carmin_back,5,1,āna,an,,pft. ac. sg. 1,3,3, sence of lemma = 2,5,8,8
