,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,mauve_back,0,1,paredyuḥ,paredyus,,adv.,8,8,,0,8,8
1,1,1,deep_sky_back,9,2,prātarā,prātar,,m. sg. i.,7,7,,0,7,16
2,2,1,grey_back,19,3,jāgratāḥ,jāgratāḥ,,?,8,8,,0,8,27
3,3,1,light_blue_back,28,4,te,tad,,n. du. acc.,2,2,,0,2,30
4,4,1,light_blue_back,28,4,te,tad,,n. du. nom.,2,2,,0,2,30
5,5,1,light_blue_back,28,4,te,tad,,m. pl. nom.,2,2,,0,2,30
6,6,1,light_blue_back,28,4,te,tad,,f. du. acc.,2,2,,0,2,30
7,7,1,light_blue_back,28,4,te,tad,,f. du. nom.,2,2,,0,2,30
8,8,1,light_blue_back,28,4,te,yuṣmad,,m. sg. g.,2,2,,0,2,30
9,9,1,light_blue_back,28,4,te,yuṣmad,,m. sg. dat.,2,2,,0,2,30
10,10,1,deep_sky_back,31,5,sarve,sarva,,m. pl. nom.,5,5,,0,5,36
11,11,1,deep_sky_back,31,5,sarve,sarva,,m. sg. loc.,5,5,,0,5,36
12,12,1,deep_sky_back,31,5,sarve,sarva,,n. du. acc.,5,5,,0,5,36
13,13,1,deep_sky_back,31,5,sarve,sarva,,n. du. nom.,5,5,,0,5,36
14,14,1,deep_sky_back,31,5,sarve,sarva,,n. sg. loc.,5,5,,0,5,36
15,15,1,grey_back,37,6,kṣūṇānadyām,kṣūṇānadyām,,?,11,11,,0,11,48
16,16,1,yellow_back,49,7,snāna,snāna,,iic.,5,5,,0,5,54
17,17,1,mauve_back,56,7,kam,kam,,adv.,3,3, sence of lemma = 1,7,10,59
18,18,1,mauve_back,60,8,samāpya,sam-āp,,abs.,7,7,,0,7,67
19,19,1,mauve_back,60,8,samāpya,sam-i,,ca. abs.,7,7,,0,7,67
20,20,1,light_blue_back,68,9,tām,tad,,f. sg. acc.,3,3,,0,3,71
21,21,1,mauve_back,72,10,tīrtvā,tṝ,,abs.,6,6,,0,6,78
22,22,1,deep_sky_back,79,11,madhyāhne,madhyāhna,,m. sg. loc.,8,9,,0,8,87
23,23,1,deep_sky_back,88,12,samprāpte,sam-pra-āpta,,f. du. acc.,9,9,{ pp. }[sam-pra-āp,0,9,97
24,24,1,deep_sky_back,88,12,samprāpte,sam-pra-āpta,,f. du. nom.,9,9,{ pp. }[sam-pra-āp,0,9,97
25,25,1,deep_sky_back,88,12,samprāpte,sam-pra-āpta,,n. du. acc.,9,9,{ pp. }[sam-pra-āp,0,9,97
26,26,1,deep_sky_back,88,12,samprāpte,sam-pra-āpta,,n. du. nom.,9,9,{ pp. }[sam-pra-āp,0,9,97
27,27,1,deep_sky_back,88,12,samprāpte,sam-pra-āpta,,n. sg. loc.,9,9,{ pp. }[sam-pra-āp,0,9,97
28,28,1,deep_sky_back,88,12,samprāpte,sam-pra-āpta,,m. sg. loc.,9,9,{ pp. }[sam-pra-āp,0,9,97
29,29,1,yellow_back,98,13,jāhnavi,jāhnava,,iic.,7,7,,0,7,105
30,30,1,deep_sky_back,105,13,tīram,tīra,,n. sg. acc.,5,5,,7,12,110
31,31,1,deep_sky_back,105,13,tīram,tīra,,n. sg. nom.,5,5,,7,12,110
32,32,1,deep_sky_back,111,14,prāptavantaḥ,pra-āptavat,,m. pl. nom.,12,12,{ ppa. }[pra-āp,0,12,123
33,33,2,deep_sky_back,0,1,pare,para,,m. pl. nom.,4,4,,0,4,4
34,34,2,deep_sky_back,0,1,pare,para,,m. sg. loc.,4,4,,0,4,4
35,35,2,deep_sky_back,0,1,pare,para,,n. du. acc.,4,4,,0,4,4
36,36,2,deep_sky_back,0,1,pare,para,,n. du. nom.,4,4,,0,4,4
37,37,2,deep_sky_back,0,1,pare,para,,n. sg. loc.,4,4,,0,4,4
38,38,2,deep_sky_back,4,1,dyuḥ,dyu,,m. sg. nom.,4,4,,4,8,8
39,39,2,mauve_back,9,2,prātaḥ,prātar,,adv.,6,6,,0,6,15
40,40,2,mauve_back,15,2,iva,iva,,part.,3,3,,6,9,18
41,41,2,light_blue_back,31,5,sarve,sarva,,f. du. acc.,5,5,,0,5,36
42,42,2,light_blue_back,31,5,sarve,sarva,,f. du. nom.,5,5,,0,5,36
43,43,2,deep_sky_back,49,7,snān,snāt,,m. sg. nom.,4,4,{ ppr. [2,0,4,53
44,44,2,deep_sky_back,53,7,ādikam,ādi,,m. sg. acc.,6,6,,4,10,59
45,45,2,mauve_back,60,8,samāpya,sam-ā-i,,ca. abs.,7,7,,0,7,67
46,46,2,mauve_back,79,11,madhya,madhya,,ind.,5,6,,0,5,84
47,47,2,lawngreen_back,88,12,samprāpte,sam-pra-āpta,,f. du. voc.,9,9,{ pp. }[sam-pra-āp,0,9,97
48,48,2,lawngreen_back,88,12,samprāpte,sam-pra-āpta,,f. sg. voc.,9,9,{ pp. }[sam-pra-āp,0,9,97
49,49,2,lawngreen_back,88,12,samprāpte,sam-pra-āpta,,n. du. voc.,9,9,{ pp. }[sam-pra-āp,0,9,97
50,50,2,yellow_back,98,13,jāhnavī,jāhnava,,iic.,7,7,,0,7,105
51,51,2,cyan_back,105,13,tīram,tīra,,m. sg. acc.,5,5,,7,12,110
52,52,2,lawngreen_back,111,14,prāptavantaḥ,pra-āptavat,,m. pl. voc.,12,12,{ ppa. }[pra-āp,0,12,123
53,53,3,light_blue_back,0,1,pare,para,,f. du. acc.,4,4,,0,4,4
54,54,3,light_blue_back,0,1,pare,para,,f. du. nom.,4,4,,0,4,4
55,55,3,mauve_back,15,2,eva,eva,,prep.,3,3,,6,9,18
56,56,3,lawngreen_back,31,5,sarve,sarva,,n. du. voc.,5,5,,0,5,36
57,57,3,lawngreen_back,31,5,sarve,sarva,,f. du. voc.,5,5,,0,5,36
58,58,3,lawngreen_back,31,5,sarve,sarva,,f. sg. voc.,5,5,,0,5,36
59,59,3,deep_sky_back,53,7,ādi,ādi,,n. sg. acc.,3,3,,4,7,56
60,60,3,deep_sky_back,53,7,ādi,ādi,,n. sg. nom.,3,3,,4,7,56
61,61,3,deep_sky_back,53,7,ādi,ādin,,n. sg. acc.,3,3,,4,7,56
62,62,3,deep_sky_back,53,7,ādi,ādin,,n. sg. nom.,3,3,,4,7,56
63,63,3,light_blue_back,56,7,kam,kim,,m. sg. acc.,3,3,,7,10,59
64,64,3,lawngreen_back,60,8,samāpya,sam-āpya,,n. sg. voc.,7,7,{ pfp. [1 sence of lemma = 1,0,7,67
