,id,level,color_class,position,chunk_no,word,lemma,pre_verb,morph,colspan,wordlenth,aux_inf,subminp,maxp,endposition
0,0,1,deep_sky_back,0,1,viśvāmitraḥ,viśvāmitra,,m. sg. nom.,11,11,,0,11,11
1,1,1,deep_sky_back,12,2,lakṣmaṇasya,lakṣmaṇa,,m. sg. g.,11,11,,0,11,23
2,2,1,deep_sky_back,24,3,anugamanam,anugamana,,n. sg. acc.,10,10,,0,10,34
3,3,1,deep_sky_back,24,3,anugamanam,anugamana,,n. sg. nom.,10,10,,0,10,34
4,4,1,mauve_back,35,4,api,api,,conj.,3,3,,0,3,38
5,5,1,mauve_back,35,4,api,api,,prep.,3,3,,0,3,38
6,6,1,deep_sky_back,39,5,aṅgī,aṅgin,,m. sg. nom.,4,4,,0,4,43
7,7,1,carmin_back,43,5,cakāra,kṛ,,pft. ac. sg. 3,6,6, sence of lemma = 1,4,10,49
8,8,1,carmin_back,43,5,cakāra,kṛ,,pft. ac. sg. 1,6,6, sence of lemma = 1,4,10,49
9,9,1,carmin_back,43,5,cakāra,kṝ,,pft. ac. sg. 3,6,6,,4,10,49
10,10,1,carmin_back,43,5,cakāra,kṝ,,pft. ac. sg. 1,6,6,,4,10,49
11,11,2,yellow_back,0,1,viśva,viśva,,iic.,5,5,,0,5,5
12,12,2,deep_sky_back,5,1,mitraḥ,mitra,,m. sg. nom.,6,6,,5,11,11
13,13,2,yellow_back,24,3,anuga,anuga,,iic.,5,5,,0,5,29
14,14,2,cyan_back,29,3,manam,manā,,m. sg. acc.,5,5,,5,10,34
15,15,2,cyan_back,29,3,manam,manā,,n. sg. acc.,5,5,,5,10,34
16,16,2,cyan_back,29,3,manam,manā,,n. sg. nom.,5,5,,5,10,34
17,17,2,orange_back,39,5,aṅgī,aṅga,,iiv.,4,4, sence of lemma = 1,0,4,43
18,18,2,orange_back,39,5,aṅgī,aṅgin,,iiv.,4,4,,0,4,43
19,19,2,lawngreen_back,43,5,cakāra,cakāra,,m. sg. voc.,6,6,,4,10,49
20,20,3,yellow_back,0,1,viśvā,viśvā,,iic.,5,5,,0,5,5
21,21,3,cyan_back,7,1,traḥ,tra,,m. sg. nom.,4,4,,7,11,11
22,22,3,mauve_back,24,3,anu,anu,,prep.,3,3,,0,3,27
23,23,3,mauve_back,24,3,anu,anu,,adv.,3,3,,0,3,27
24,24,3,deep_sky_back,27,3,gamanam,gamana,,n. sg. acc.,7,7,,3,10,34
25,25,3,deep_sky_back,27,3,gamanam,gamana,,n. sg. nom.,7,7,,3,10,34
26,26,3,deep_sky_back,27,3,gamanam,gamana,,m. sg. acc.,7,7,,3,10,34
27,27,3,carmin_back,43,5,cakāra,kṛ,,pft. ac. sg. 3,6,6, sence of lemma = 1,4,10,49
28,28,3,carmin_back,43,5,cakāra,kṛ,,pft. ac. sg. 1,6,6, sence of lemma = 1,4,10,49
29,29,4,light_blue_back,0,1,viśvā,viśva,,f. sg. nom.,5,5,,0,5,5
30,30,4,pink_back,24,3,anu,anu,,iic.,3,3,,0,3,27
31,31,4,mauve_back,27,3,gamanam,gamana,,ind.,7,7,,3,10,34
32,32,4,mauve_back,43,5,ca,ca,,conj.,2,2,,4,6,45
33,33,4,lawngreen_back,45,5,kāra,kāra,,m. sg. voc.,4,4,{ act. }[kṛ_1,6,10,49
34,34,5,yellow_back,0,1,viś,viś,,iic.,3,3, sence of lemma = 2,0,3,3
35,35,5,yellow_back,3,1,vāmi,vāmin,,iic.,4,4,,3,7,7
36,36,5,yellow_back,3,1,vāmi,vāma,,iic.,4,4, sence of lemma = 2,3,7,7
37,37,5,light_blue_back,45,5,kā,kim,,f. sg. nom.,2,2,,6,8,47
38,38,6,deep_sky_back,4,1,amitraḥ,amitra,,m. sg. nom.,7,7,,4,11,11
39,39,6,lawngreen_back,46,5,ara,ara,,m. sg. voc.,3,3,,7,10,49
40,40,6,lawngreen_back,46,5,ara,ara,,n. sg. voc.,3,3,,7,10,49
41,41,7,deep_sky_back,4,1,āmitraḥ,āmitra,,m. sg. nom.,7,7,,4,11,11
42,42,7,lawngreen_back,46,5,āra,āra,,n. sg. voc.,3,3,,7,10,49
43,43,7,lawngreen_back,46,5,āra,āra,,m. sg. voc.,3,3,,7,10,49
44,44,8,yellow_back,4,1,a,a,,iic.,1,1,,4,5,5
45,45,8,carmin_back,46,5,ara,ṛ,,pft. ac. pl. 2,3,3,,7,10,49
46,46,8,carmin_back,46,5,ara,ṛ,,pft. ac. sg. 3,3,3,,7,10,49
47,47,8,carmin_back,46,5,ara,ṛ,,pft. ac. sg. 1,3,3,,7,10,49
