,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,SarIre,1,1,0,śarīre,śarīra,,m. sg. loc.,6,6,shr_new_nbest/new_18/127.csv
1,1,1,0,SarIre,1,1,0,śarīre,śarīra,,n. du. acc.,6,6,shr_new_nbest/new_18/127.csv
2,2,1,0,SarIre,1,1,0,śarīre,śarīra,,n. du. nom.,6,6,shr_new_nbest/new_18/127.csv
3,3,1,0,SarIre,1,1,0,śarīre,śarīra,,n. sg. loc.,6,6,shr_new_nbest/new_18/127.csv
4,7,1,0,SarIre,1,2,0,śarīre,śarīra,,n. du. voc.,6,6,shr_new_nbest/new_18/127.csv
5,4,3,1,romARyahfzyan,0.9868421052630957834032397027,1,0,romāṇi,roman,,n. pl. acc.,6,6,shr_new_nbest/new_18/127.csv
6,5,3,1,romARyahfzyan,0.9868421052630957834032397027,1,0,romāṇi,roman,,n. pl. nom.,6,6,shr_new_nbest/new_18/127.csv
7,6,3,1,romARyahfzyan,0.9868421052630957834032397027,1,6,ahṛṣyan,hṛṣ,,impft. [4] ac. pl. 3,7,13,shr_new_nbest/new_18/127.csv
8,8,3,1,romARyahfzyan,0.9868421052630957834032397027,2,0,roma,roman,,iic.,4,4,shr_new_nbest/new_18/127.csv
9,9,3,1,romARyahfzyan,0.9868421052630957834032397027,2,0,roma,roma,,iic.,4,4,shr_new_nbest/new_18/127.csv
10,10,3,1,romARyahfzyan,0.9868421052630957834032397027,2,6,a,a,,iic.,1,7,shr_new_nbest/new_18/127.csv
11,11,3,1,romARyahfzyan,0.9868421052630957834032397027,2,7,hṛṣyan,hṛṣyat,,m. sg. nom.,6,13,shr_new_nbest/new_18/127.csv
12,12,3,1,romARyahfzyan,0.9868421052630957834032397027,3,0,roma,roman,,n. sg. acc.,4,4,shr_new_nbest/new_18/127.csv
13,13,3,1,romARyahfzyan,0.9868421052630957834032397027,3,0,roma,roman,,n. sg. nom.,4,4,shr_new_nbest/new_18/127.csv
14,14,3,1,romARyahfzyan,0.9868421052630957834032397027,3,7,hṛṣyan,hṛṣyat,,m. sg. voc.,6,13,shr_new_nbest/new_18/127.csv
15,15,3,1,romARyahfzyan,0.9868421052630957834032397027,4,3,āṇi,āṇi,,iic.,3,6,shr_new_nbest/new_18/127.csv
16,16,3,1,romARyahfzyan,0.9868421052630957834032397027,5,3,āṇī,āṇi,,m. du. acc.,3,6,shr_new_nbest/new_18/127.csv
17,17,3,1,romARyahfzyan,0.9868421052630957834032397027,5,3,āṇī,āṇi,,m. du. nom.,3,6,shr_new_nbest/new_18/127.csv
18,18,3,1,romARyahfzyan,0.9868421052630957834032397027,6,3,āṇi,āṇi,,n. sg. acc.,3,6,shr_new_nbest/new_18/127.csv
19,19,3,1,romARyahfzyan,0.9868421052630957834032397027,6,3,āṇi,āṇi,,n. sg. nom.,3,6,shr_new_nbest/new_18/127.csv
20,20,3,1,romARyahfzyan,0.9868421052630957834032397027,7,3,āṇī,āṇi,,f. du. acc.,3,6,shr_new_nbest/new_18/127.csv
21,21,3,1,romARyahfzyan,0.9868421052630957834032397027,7,3,āṇī,āṇi,,f. du. nom.,3,6,shr_new_nbest/new_18/127.csv
22,4,3,2,romAyya,6.220099342104871668047255556E-14,1,0,roma,roman,,iic.,4,4,shr_new_nbest/new_18/128.csv
23,5,3,2,romAyya,6.220099342104871668047255556E-14,1,0,roma,roma,,iic.,4,4,shr_new_nbest/new_18/128.csv
24,8,3,2,romAyya,6.220099342104871668047255556E-14,2,0,roma,roman,,n. sg. acc.,4,4,shr_new_nbest/new_18/128.csv
25,9,3,2,romAyya,6.220099342104871668047255556E-14,2,0,roma,roman,,n. sg. nom.,4,4,shr_new_nbest/new_18/128.csv
26,11,3,2,romAyya,6.220099342104871668047255556E-14,3,3,āyya,ā-āyya,,n. sg. voc.,4,7,shr_new_nbest/new_18/128.csv
27,12,3,2,romAyya,6.220099342104871668047255556E-14,3,3,āyya,ā-āyya,,m. sg. voc.,4,7,shr_new_nbest/new_18/128.csv
28,13,3,2,romAyya,6.220099342104871668047255556E-14,4,3,āyya,āyya,,n. sg. voc.,4,7,shr_new_nbest/new_18/128.csv
29,14,3,2,romAyya,6.220099342104871668047255556E-14,4,3,āyya,āyya,,m. sg. voc.,4,7,shr_new_nbest/new_18/128.csv
30,4,3,3,romAyyahfzyan,7.274745394736384236536565052E-16,1,0,roma,roman,,iic.,4,4,shr_new_nbest/new_18/129.csv
31,5,3,3,romAyyahfzyan,7.274745394736384236536565052E-16,1,0,roma,roma,,iic.,4,4,shr_new_nbest/new_18/129.csv
32,6,3,3,romAyyahfzyan,7.274745394736384236536565052E-16,1,6,ahṛṣyan,hṛṣ,,impft. [4] ac. pl. 3,7,13,shr_new_nbest/new_18/129.csv
33,8,3,3,romAyyahfzyan,7.274745394736384236536565052E-16,2,0,roma,roman,,n. sg. acc.,4,4,shr_new_nbest/new_18/129.csv
34,9,3,3,romAyyahfzyan,7.274745394736384236536565052E-16,2,0,roma,roman,,n. sg. nom.,4,4,shr_new_nbest/new_18/129.csv
35,10,3,3,romAyyahfzyan,7.274745394736384236536565052E-16,2,6,a,a,,iic.,1,7,shr_new_nbest/new_18/129.csv
