,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,bijApurasya,1,1,0,bijāpurasya,bijāpurasya,,?,11,11,shr_new_nbest/new_20/643.csv
1,1,7,1,sEnyam,0.9963898916967509024767167564,1,0,sainyam,sainya,,m. sg. acc.,7,6,shr_new_nbest/new_20/643.csv
2,2,7,1,sEnyam,0.9963898916967509024767167564,1,0,sainyam,sainya,,n. sg. acc.,7,6,shr_new_nbest/new_20/643.csv
3,3,7,1,sEnyam,0.9963898916967509024767167564,1,0,sainyam,sainya,,n. sg. nom.,7,6,shr_new_nbest/new_20/643.csv
4,13,7,1,sEnyam,0.9963898916967509024767167564,2,0,sā,tad,,f. sg. nom.,2,2,shr_new_nbest/new_20/643.csv
5,15,7,1,sEnyam,0.9963898916967509024767167564,3,1,enyam,enya,,n. sg. acc.,5,6,shr_new_nbest/new_20/643.csv
6,16,7,1,sEnyam,0.9963898916967509024767167564,3,1,enyam,enya,,n. sg. nom.,5,6,shr_new_nbest/new_20/643.csv
7,17,7,1,sEnyam,0.9963898916967509024767167564,3,1,enyam,enya,,m. sg. acc.,5,6,shr_new_nbest/new_20/643.csv
8,4,9,1,tu,0.9963898916967509024767167564,1,0,tu,tu,,ind.,2,2,shr_new_nbest/new_20/643.csv
9,5,11,0,viSrAnkyottarotsAhena,0.9999940087186097268164216611,1,0,viśrānkyottarotsāhena,viśrānkyottarotsāhena,,?,21,21,shr_new_nbest/new_20/644.csv
10,5,11,1,viSrAntiottarotsAhena,0.000005947373797537128009713182021,1,0,viśrānti ottarotsāhena,viśrānti,,?,22,21,shr_new_nbest/new_20/643.csv
11,5,11,2,viSrAnkyo,4.390758178268173632525389844E-8,1,0,viśrānkyo,viśrānkyo,,?,9,9,shr_new_nbest/new_20/645.csv
12,5,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,1,0,viśrānti,viśrānti,,iic.,8,8,shr_new_nbest/new_20/649.csv
13,6,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,1,8,yā,ya,,f. sg. nom.,2,10,shr_new_nbest/new_20/649.csv
14,7,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,1,13,rā,rā,,m. sg. i.,2,15,shr_new_nbest/new_20/649.csv
15,8,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,1,13,rā,rā,,f. sg. nom.,2,15,shr_new_nbest/new_20/649.csv
16,9,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,1,17,ahena,ahan,,n. sg. i.,5,22,shr_new_nbest/new_20/649.csv
17,10,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,1,17,ahena,ahan,,m. sg. i.,5,22,shr_new_nbest/new_20/649.csv
18,19,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,2,0,viś,viś,,iic.,3,3,shr_new_nbest/new_20/649.csv
19,20,11,3,viSrAntiyottarotsAhena,1.095337383222872050770209744E-14,2,3,rānti,rāt,,n. pl. acc.,5,8,shr_new_nbest/new_20/649.csv
