,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,viSvAmitraH,1,1,0,viśvāmitraḥ,viśvāmitra,,m. sg. nom.,11,11,shr_new_nbest/new_28/502.csv
1,6,1,0,viSvAmitraH,1,2,0,viśva,viśva,,iic.,5,5,shr_new_nbest/new_28/502.csv
2,7,1,0,viSvAmitraH,1,2,5,mitraḥ,mitra,,m. sg. nom.,6,11,shr_new_nbest/new_28/502.csv
3,11,1,0,viSvAmitraH,1,3,0,viśvā,viśvā,,iic.,5,5,shr_new_nbest/new_28/502.csv
4,12,1,0,viSvAmitraH,1,3,7,traḥ,tra,,m. sg. nom.,4,11,shr_new_nbest/new_28/502.csv
5,16,1,0,viSvAmitraH,1,4,0,viśvā,viśva,,f. sg. nom.,5,5,shr_new_nbest/new_28/502.csv
6,23,1,0,viSvAmitraH,1,5,0,viś,viś,,iic.,3,3,shr_new_nbest/new_28/502.csv
7,24,1,0,viSvAmitraH,1,5,3,vāmi,vāmin,,iic.,4,7,shr_new_nbest/new_28/502.csv
8,25,1,0,viSvAmitraH,1,5,3,vāmi,vāma,,iic.,4,7,shr_new_nbest/new_28/502.csv
9,27,1,0,viSvAmitraH,1,6,4,amitraḥ,amitra,,m. sg. nom.,7,11,shr_new_nbest/new_28/502.csv
10,31,1,0,viSvAmitraH,1,7,4,āmitraḥ,āmitra,,m. sg. nom.,7,11,shr_new_nbest/new_28/502.csv
11,33,1,0,viSvAmitraH,1,8,4,a,a,,iic.,1,5,shr_new_nbest/new_28/502.csv
12,1,4,1,sa,4.168707E-35,1,0,sa,tad,,m. sg. nom.,2,2,shr_new_nbest/new_28/504.csv
13,1,5,0,punaH,1,1,0,punaḥ,punar,,adv.,5,5,shr_new_nbest/new_28/502.csv
14,2,5,0,punaH,1,1,0,punaḥ,punar,,conj.,5,5,shr_new_nbest/new_28/502.csv
15,3,7,0,taptum,1,1,0,taptum,tap,,inf.,6,6,shr_new_nbest/new_28/502.csv
16,4,11,0,AreBe,1,1,0,ārebhe,ā-rabh,,pft. md. sg. 3,6,5,shr_new_nbest/new_28/502.csv
17,5,11,0,AreBe,1,1,0,ārebhe,ā-rabh,,pft. md. sg. 1,6,5,shr_new_nbest/new_28/502.csv
18,8,11,0,AreBe,1,2,0,āra,āra,,iic.,3,3,shr_new_nbest/new_28/502.csv
19,9,11,0,AreBe,1,2,3,bhe,bhā,,f. du. acc.,3,5,shr_new_nbest/new_28/502.csv
20,10,11,0,AreBe,1,2,3,bhe,bhā,,f. du. nom.,3,5,shr_new_nbest/new_28/502.csv
21,13,11,0,AreBe,1,3,0,ārā,āra,,f. sg. nom.,3,3,shr_new_nbest/new_28/502.csv
22,14,11,0,AreBe,1,3,3,bhe,bhā,,f. du. voc.,3,5,shr_new_nbest/new_28/502.csv
23,15,11,0,AreBe,1,3,3,bhe,bhā,,f. sg. voc.,3,5,shr_new_nbest/new_28/502.csv
24,17,11,0,AreBe,1,4,0,āre,āra,,n. du. acc.,3,3,shr_new_nbest/new_28/502.csv
25,18,11,0,AreBe,1,4,0,āre,āra,,n. du. nom.,3,3,shr_new_nbest/new_28/502.csv
26,19,11,0,AreBe,1,4,0,āre,āra,,n. sg. loc.,3,3,shr_new_nbest/new_28/502.csv
27,20,11,0,AreBe,1,4,0,āre,āra,,m. sg. loc.,3,3,shr_new_nbest/new_28/502.csv
28,21,11,0,AreBe,1,4,0,āre,āra,,f. du. acc.,3,3,shr_new_nbest/new_28/502.csv
29,22,11,0,AreBe,1,4,0,āre,āra,,f. du. nom.,3,3,shr_new_nbest/new_28/502.csv
30,26,11,0,AreBe,1,5,2,ibhe,ibha,,m. sg. loc.,4,5,shr_new_nbest/new_28/502.csv
31,28,11,0,AreBe,1,6,2,ibhe,ibha,,n. du. acc.,4,5,shr_new_nbest/new_28/502.csv
32,29,11,0,AreBe,1,6,2,ibhe,ibha,,n. du. nom.,4,5,shr_new_nbest/new_28/502.csv
33,30,11,0,AreBe,1,6,2,ibhe,ibha,,n. sg. loc.,4,5,shr_new_nbest/new_28/502.csv
34,32,11,0,AreBe,1,7,2,ibhe,ibha,,n. du. voc.,4,5,shr_new_nbest/new_28/502.csv
35,,0,0,<eps>,1,1,0,<eps>,,,,1,1,
36,,2,0,<eps>,1,1,0,<eps>,,,,1,1,
37,,3,0,<eps>,1,1,0,<eps>,,,,1,1,
38,,4,0,<eps>,1,1,0,<eps>,,,,2,2,
39,,6,0,<eps>,1,1,0,<eps>,,,,1,1,
40,,8,0,<eps>,1,1,0,<eps>,,,,1,1,
41,,9,0,<eps>,1,1,0,<eps>,,,,1,1,
42,,10,0,<eps>,1,1,0,<eps>,,,,1,1,
43,,12,0,<eps>,1,1,0,<eps>,,,,1,1,
44,,13,0,<eps>,1,1,0,<eps>,,,,1,1,
45,,14,0,<eps>,1,1,0,<eps>,,,,1,1,
