,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,tatra,1,1,0,tatra,tatra,,adv.,5,5,shr_new_nbest/new_2/1118.csv
1,1,3,1,jyezWAgaNgA,0.9049265635313504956466221487,1,0,jyeṣṭha,jyeṣṭha,,iic.,7,6,shr_new_nbest/new_2/1118.csv
2,2,3,1,jyezWAgaNgA,0.9049265635313504956466221487,1,6,gaṅgā,gaṅgā,,f. sg. nom.,5,11,shr_new_nbest/new_2/1118.csv
3,6,3,1,jyezWAgaNgA,0.9049265635313504956466221487,2,0,jyeṣṭhā,jyeṣṭha,,f. sg. nom.,7,6,shr_new_nbest/new_2/1118.csv
4,7,3,1,jyezWAgaNgA,0.9049265635313504956466221487,3,5,a,a,,iic.,1,6,shr_new_nbest/new_2/1118.csv
5,1,3,2,jyezWA,0.08476415832219397965786046587,1,0,jyeṣṭhā,jyeṣṭha,,f. sg. nom.,7,6,shr_new_nbest/new_2/1119.csv
6,2,5,1,gaNgA,0.9896907216494845367354660432,1,0,gaṅgā,gaṅgā,,f. sg. nom.,5,5,shr_new_nbest/new_2/1119.csv
7,3,7,0,kanizWA,0.9999999999999999999999935980,1,0,kaniṣṭhā,kaniṣṭha,,f. sg. nom.,8,7,shr_new_nbest/new_2/1118.csv
8,3,7,1,kanizWAca,6.401815892760999999999959016E-24,1,0,kaniṣṭhā,kaniṣṭha,,f. sg. nom.,8,7,shr_new_nbest/new_2/1122.csv
9,4,7,1,kanizWAca,6.401815892760999999999959016E-24,1,7,ca,ca,,conj.,2,9,shr_new_nbest/new_2/1122.csv
10,7,7,1,kanizWAca,6.401815892760999999999959016E-24,2,6,āca,ā-añc,,imp. [1] ac. sg. 2,3,9,shr_new_nbest/new_2/1122.csv
11,9,7,1,kanizWAca,6.401815892760999999999959016E-24,3,6,aca,añc,,imp. [1] ac. sg. 2,3,9,shr_new_nbest/new_2/1122.csv
12,4,11,1,ca,0.9896907216494845367354660432,1,0,ca,ca,,conj.,2,2,shr_new_nbest/new_2/1118.csv
13,5,12,1,umA,5.47771781192E-40,1,0,umā,umā,,f. sg. nom.,3,3,shr_new_nbest/new_2/1118.csv
14,5,13,1,umA,0.9896907215963904153481560254,1,0,umā,umā,,f. sg. nom.,3,3,shr_new_nbest/new_2/1118.csv
15,5,13,2,mama,5.364718515176115481826629899E-11,1,0,mama,asmad,,m. sg. g.,4,4,shr_new_nbest/new_2/1120.csv
16,7,13,2,mama,5.364718515176115481826629899E-11,2,0,mama,mā,,pft. ac. pl. 2,4,4,shr_new_nbest/new_2/1120.csv
17,8,13,2,mama,5.364718515176115481826629899E-11,2,0,mama,mā,,pft. ac. pl. 2,4,4,shr_new_nbest/new_2/1120.csv
18,5,13,3,pumAn,8.825439339732725594503601444E-27,1,0,pumān,puṃs,,m. sg. nom.,5,5,shr_new_nbest/new_2/1126.csv
19,,0,0,<eps>,1,1,0,<eps>,,,,1,1,
20,,2,0,<eps>,1,1,0,<eps>,,,,1,1,
21,,3,0,<eps>,0.01030927814645552469551738542,1,0,<eps>,,,,11,11,
22,,4,0,<eps>,1,1,0,<eps>,,,,1,1,
23,,5,0,<eps>,0.01030927835051546326453395685,1,0,<eps>,,,,5,5,
24,,6,0,<eps>,1,1,0,<eps>,,,,1,1,
25,,8,0,<eps>,1,1,0,<eps>,,,,1,1,
26,,9,0,<eps>,1,1,0,<eps>,,,,1,1,
27,,10,0,<eps>,1,1,0,<eps>,,,,1,1,
28,,11,0,<eps>,0.01030927835051546326453395685,1,0,<eps>,,,,2,2,
29,,12,0,<eps>,1,1,0,<eps>,,,,3,3,
30,,13,0,<eps>,0.01030927834996239950008281087,1,0,<eps>,,,,5,5,
31,,14,0,<eps>,1,1,0,<eps>,,,,1,1,
