,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,BfgumaharzeH,1,1,0,bhṛgu,bhṛgu,,iic.,5,4,shr_new_nbest/new_2/1918.csv
1,1,1,0,BfgumaharzeH,1,1,4,mahā,mahat,,iic.,4,8,shr_new_nbest/new_2/1918.csv
2,2,1,0,BfgumaharzeH,1,1,8,ṛṣeḥ,ṛṣi,,m. sg. g.,4,12,shr_new_nbest/new_2/1918.csv
3,3,1,0,BfgumaharzeH,1,1,8,ṛṣeḥ,ṛṣi,,m. sg. abl.,4,12,shr_new_nbest/new_2/1918.csv
4,15,1,0,BfgumaharzeH,1,2,8,ṛṣeḥ,ṛṣi,,f. sg. g.,4,12,shr_new_nbest/new_2/1918.csv
5,16,1,0,BfgumaharzeH,1,2,8,ṛṣeḥ,ṛṣi,,f. sg. abl.,4,12,shr_new_nbest/new_2/1918.csv
6,4,5,0,ASramam,1,1,0,āśramam,āśrama,,m. sg. acc.,7,7,shr_new_nbest/new_2/1918.csv
7,5,5,0,ASramam,1,1,0,āśramam,āśrama,,n. sg. acc.,7,7,shr_new_nbest/new_2/1918.csv
8,6,5,0,ASramam,1,1,0,āśramam,āśrama,,n. sg. nom.,7,7,shr_new_nbest/new_2/1918.csv
9,7,7,0,gatvA,1,1,0,gatvā,gam,,abs.,5,5,shr_new_nbest/new_2/1918.csv
10,7,7,1,dattvA,9.455165E-35,1,0,dattvā,dā,,abs.,6,6,shr_new_nbest/new_2/1926.csv
11,8,9,0,saH,0.7402741,1,0,saḥ,tad,,m. sg. nom.,3,3,shr_new_nbest/new_2/1919.csv
12,8,9,1,saha,0.2597259,1,0,saha,saha,,adv.,4,4,shr_new_nbest/new_2/1918.csv
13,9,9,1,saha,0.2597259,1,0,saha,saha,,prep.,4,4,shr_new_nbest/new_2/1918.csv
14,17,9,1,saha,0.2597259,2,0,saha,sah,,imp. [1] ac. sg. 2,4,4,shr_new_nbest/new_2/1918.csv
15,21,9,1,saha,0.2597259,3,0,saha,saha,,m. sg. voc.,4,4,shr_new_nbest/new_2/1918.csv
16,22,9,1,saha,0.2597259,3,0,saha,saha,,n. sg. voc.,4,4,shr_new_nbest/new_2/1918.csv
17,10,11,1,tapaH,0.9803921564373213189081729496,1,0,tapaḥ,tapas,,n. sg. acc.,5,5,shr_new_nbest/new_2/1918.csv
18,11,11,1,tapaH,0.9803921564373213189081729496,1,0,tapaḥ,tapas,,n. sg. nom.,5,5,shr_new_nbest/new_2/1918.csv
19,12,11,1,tapaH,0.9803921564373213189081729496,1,0,tapaḥ,tapa,,m. sg. nom.,5,5,shr_new_nbest/new_2/1918.csv
20,18,11,1,tapaH,0.9803921564373213189081729496,2,0,tapaḥ,tapas,,n. sg. voc.,5,5,shr_new_nbest/new_2/1918.csv
21,19,11,1,tapaH,0.9803921564373213189081729496,2,0,tapaḥ,tapas,,m. sg. voc.,5,5,shr_new_nbest/new_2/1918.csv
22,10,11,2,tapa,4.339322547136635825511334466E-10,1,0,tapa,tap,,imp. [1] ac. sg. 2,4,4,shr_new_nbest/new_2/1920.csv
23,16,11,2,tapa,4.339322547136635825511334466E-10,2,0,tapa,tapa,,m. sg. voc.,4,4,shr_new_nbest/new_2/1920.csv
24,10,11,3,tataH,8.842471564790417355376181356E-27,1,0,tataḥ,tatas,,adv.,5,5,shr_new_nbest/new_2/1922.csv
25,11,11,3,tataH,8.842471564790417355376181356E-27,1,0,tataḥ,tad,,tasil,5,5,shr_new_nbest/new_2/1922.csv
26,17,11,3,tataH,8.842471564790417355376181356E-27,2,0,tataḥ,tata,,m. sg. nom.,5,5,shr_new_nbest/new_2/1922.csv
27,21,11,3,tataH,8.842471564790417355376181356E-27,3,0,tataḥ,tata,,m. sg. nom.,5,5,shr_new_nbest/new_2/1922.csv
28,10,11,4,tapA,2.007367646187761960284267737E-34,1,0,tapā,tapā,,?,4,4,shr_new_nbest/new_2/1924.csv
29,9,11,5,ttapaH,1.779945447008604650733940364E-69,1,0,ttapaḥ,ttapaḥ,,?,6,6,shr_new_nbest/new_2/1927.csv
30,13,13,1,ArabDavAn,0.9803921568627450980392156863,1,0,ārabdha,ā-rabdha,,iic.,7,6,shr_new_nbest/new_2/1918.csv
31,14,13,1,ArabDavAn,0.9803921568627450980392156863,1,6,vān,vas,,m. sg. nom.,3,9,shr_new_nbest/new_2/1918.csv
32,20,13,1,ArabDavAn,0.9803921568627450980392156863,2,6,vān,vāt,,m. sg. nom.,3,9,shr_new_nbest/new_2/1918.csv
33,23,13,1,ArabDavAn,0.9803921568627450980392156863,3,6,vān,vāt,,m. sg. voc.,3,9,shr_new_nbest/new_2/1918.csv
34,,0,0,<eps>,1,1,0,<eps>,,,,1,1,
35,,2,0,<eps>,1,1,0,<eps>,,,,1,1,
36,,3,0,<eps>,1,1,0,<eps>,,,,1,1,
37,,4,0,<eps>,1,1,0,<eps>,,,,1,1,
38,,6,0,<eps>,1,1,0,<eps>,,,,1,1,
39,,8,0,<eps>,1,1,0,<eps>,,,,1,1,
40,,10,0,<eps>,1,1,0,<eps>,,,,1,1,
41,,11,0,<eps>,0.01960784312874642637816345899,1,0,<eps>,,,,6,6,
42,,12,0,<eps>,1,1,0,<eps>,,,,1,1,
43,,13,0,<eps>,0.01960784313725490196078431373,1,0,<eps>,,,,9,9,
44,,14,0,<eps>,1,1,0,<eps>,,,,1,1,
45,,15,0,<eps>,1,1,0,<eps>,,,,1,1,
46,,16,0,<eps>,1,1,0,<eps>,,,,1,1,
