,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,tadA,0.9999999999997942715000000423,1,0,tadā,tadā,,adv.,4,4,shr_new_nbest/new_2/1318.csv
1,0,1,1,tadAdevAH,2.057284999999576757842877587E-13,1,0,tadā,tadā,,adv.,4,4,shr_new_nbest/new_2/1322.csv
2,1,1,1,tadAdevAH,2.057284999999576757842877587E-13,1,4,devāḥ,deva,,m. pl. nom.,5,9,shr_new_nbest/new_2/1322.csv
3,11,1,1,tadAdevAH,2.057284999999576757842877587E-13,2,0,tat,tad,,iic.,3,3,shr_new_nbest/new_2/1322.csv
4,12,1,1,tadAdevAH,2.057284999999576757842877587E-13,2,3,adevāḥ,adeva,,m. pl. nom.,6,9,shr_new_nbest/new_2/1322.csv
5,13,1,1,tadAdevAH,2.057284999999576757842877587E-13,2,3,adevāḥ,adeva,,f. pl. acc.,6,9,shr_new_nbest/new_2/1322.csv
6,14,1,1,tadAdevAH,2.057284999999576757842877587E-13,2,3,adevāḥ,adeva,,f. pl. nom.,6,9,shr_new_nbest/new_2/1322.csv
7,18,1,1,tadAdevAH,2.057284999999576757842877587E-13,3,3,adevāḥ,adeva,,m. pl. voc.,6,9,shr_new_nbest/new_2/1322.csv
8,19,1,1,tadAdevAH,2.057284999999576757842877587E-13,3,3,adevāḥ,adeva,,f. pl. voc.,6,9,shr_new_nbest/new_2/1322.csv
9,21,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,3,āde,āda,,m. sg. loc.,3,6,shr_new_nbest/new_2/1322.csv
10,22,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,3,āde,āda,,n. du. acc.,3,6,shr_new_nbest/new_2/1322.csv
11,23,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,3,āde,āda,,n. du. nom.,3,6,shr_new_nbest/new_2/1322.csv
12,24,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,3,āde,āda,,n. sg. loc.,3,6,shr_new_nbest/new_2/1322.csv
13,25,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,3,āde,āda,,f. du. acc.,3,6,shr_new_nbest/new_2/1322.csv
14,26,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,3,āde,āda,,f. du. nom.,3,6,shr_new_nbest/new_2/1322.csv
15,27,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,6,vāḥ,vār,,n. sg. acc.,3,9,shr_new_nbest/new_2/1322.csv
16,28,1,1,tadAdevAH,2.057284999999576757842877587E-13,4,6,vāḥ,vār,,n. sg. nom.,3,9,shr_new_nbest/new_2/1322.csv
17,29,1,1,tadAdevAH,2.057284999999576757842877587E-13,5,3,a,a,,iic.,1,4,shr_new_nbest/new_2/1322.csv
18,30,1,1,tadAdevAH,2.057284999999576757842877587E-13,5,4,devāḥ,deva,,m. pl. voc.,5,9,shr_new_nbest/new_2/1322.csv
19,31,1,1,tadAdevAH,2.057284999999576757842877587E-13,6,6,vāḥ,vār,,n. sg. voc.,3,9,shr_new_nbest/new_2/1322.csv
20,1,3,1,devAH,0.9951219512195121956073765616,1,0,devāḥ,deva,,m. pl. nom.,5,5,shr_new_nbest/new_2/1318.csv
21,11,3,1,devAH,0.9951219512195121956073765616,2,0,devāḥ,deva,,m. pl. voc.,5,5,shr_new_nbest/new_2/1318.csv
22,2,5,0,tadDArayitum,0.9999997740836002330147927274,1,0,tat,tad,,n. sg. acc.,3,3,shr_new_nbest/new_2/1318.csv
23,3,5,0,tadDArayitum,0.9999997740836002330147927274,1,0,tat,tad,,n. sg. nom.,3,3,shr_new_nbest/new_2/1318.csv
24,4,5,0,tadDArayitum,0.9999997740836002330147927274,1,3,hārayitum,hṛ,,ca. inf.,9,12,shr_new_nbest/new_2/1318.csv
25,12,5,0,tadDArayitum,0.9999997740836002330147927274,2,3,dhārayitum,dhṛ,,ca. inf.,10,12,shr_new_nbest/new_2/1318.csv
26,2,5,1,tad,2.259163941450590926936816585E-7,1,0,tad,tad,,?,3,3,shr_new_nbest/new_2/1319.csv
27,2,5,2,tadDi,5.621917854300096514809360463E-15,1,0,tat,tad,,iic.,3,3,shr_new_nbest/new_2/1320.csv
28,3,5,2,tadDi,5.621917854300096514809360463E-15,1,3,dhi,dhā,,m. sg. loc.,3,5,shr_new_nbest/new_2/1320.csv
29,12,5,2,tadDi,5.621917854300096514809360463E-15,2,0,tat,tad,,n. sg. acc.,3,3,shr_new_nbest/new_2/1320.csv
