,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,sarveऽpi,1,1,0,sarve,sarva,,m. pl. nom.,5,5,shr_new_nbest/new_1/814.csv
1,1,1,0,sarveऽpi,1,1,0,sarve,sarva,,m. sg. loc.,5,5,shr_new_nbest/new_1/814.csv
2,2,1,0,sarveऽpi,1,1,0,sarve,sarva,,n. du. acc.,5,5,shr_new_nbest/new_1/814.csv
3,3,1,0,sarveऽpi,1,1,0,sarve,sarva,,n. du. nom.,5,5,shr_new_nbest/new_1/814.csv
4,4,1,0,sarveऽpi,1,1,0,sarve,sarva,,n. sg. loc.,5,5,shr_new_nbest/new_1/814.csv
5,5,1,0,sarveऽpi,1,1,5,api,api,,conj.,3,8,shr_new_nbest/new_1/814.csv
6,6,1,0,sarveऽpi,1,1,5,api,api,,prep.,3,8,shr_new_nbest/new_1/814.csv
7,19,1,0,sarveऽpi,1,2,0,sarve,sarva,,f. du. acc.,5,5,shr_new_nbest/new_1/814.csv
8,20,1,0,sarveऽpi,1,2,0,sarve,sarva,,f. du. nom.,5,5,shr_new_nbest/new_1/814.csv
9,7,3,1,yAgadarSanArTam,0.9971590908788598415697222095,1,0,yāga,yāga,,iic.,4,4,shr_new_nbest/new_1/814.csv
10,8,3,1,yAgadarSanArTam,0.9971590908788598415697222095,1,4,darśana,darśana,,iic.,7,11,shr_new_nbest/new_1/814.csv
11,21,3,1,yAgadarSanArTam,0.9971590908788598415697222095,2,0,yā,yad,,f. sg. nom.,2,2,shr_new_nbest/new_1/814.csv
12,22,3,1,yAgadarSanArTam,0.9971590908788598415697222095,2,4,darśanā,darśana,,f. sg. nom.,7,11,shr_new_nbest/new_1/814.csv
13,30,3,1,yAgadarSanArTam,0.9971590908788598415697222095,3,1,aga,aga,,iic.,3,4,shr_new_nbest/new_1/814.csv
14,31,3,1,yAgadarSanArTam,0.9971590908788598415697222095,3,4,darśa,darśa,,iic.,5,9,shr_new_nbest/new_1/814.csv
15,32,3,1,yAgadarSanArTam,0.9971590908788598415697222095,3,9,nā,nṛ,,m. sg. nom.,2,11,shr_new_nbest/new_1/814.csv
16,38,3,1,yAgadarSanArTam,0.9971590908788598415697222095,4,10,artham,artha,,m. sg. acc.,6,15,shr_new_nbest/new_1/814.csv
17,40,3,1,yAgadarSanArTam,0.9971590908788598415697222095,5,10,ārtham,ārtha,,m. sg. acc.,6,15,shr_new_nbest/new_1/814.csv
18,41,3,1,yAgadarSanArTam,0.9971590908788598415697222095,5,10,ārtham,ārtha,,n. sg. acc.,6,15,shr_new_nbest/new_1/814.csv
19,42,3,1,yAgadarSanArTam,0.9971590908788598415697222095,5,10,ārtham,ārtha,,n. sg. nom.,6,15,shr_new_nbest/new_1/814.csv
20,43,3,1,yAgadarSanArTam,0.9971590908788598415697222095,6,10,artham,artha,,n. sg. acc.,6,15,shr_new_nbest/new_1/814.csv
21,44,3,1,yAgadarSanArTam,0.9971590908788598415697222095,6,10,artham,artha,,n. sg. nom.,6,15,shr_new_nbest/new_1/814.csv
22,7,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,1,0,yā,yad,,f. sg. nom.,2,2,shr_new_nbest/new_1/816.csv
23,8,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,1,2,dadarśa,dṛś,,pft. ac. sg. 3,7,9,shr_new_nbest/new_1/816.csv
24,9,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,1,2,dadarśa,dṛś,,pft. ac. sg. 1,7,9,shr_new_nbest/new_1/816.csv
25,10,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,1,9,na,na,,part.,2,11,shr_new_nbest/new_1/816.csv
26,23,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,2,1,ādadarśa,ā-dṛś,,pft. ac. sg. 3,8,9,shr_new_nbest/new_1/816.csv
27,24,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,2,1,ādadarśa,ā-dṛś,,pft. ac. sg. 1,8,9,shr_new_nbest/new_1/816.csv
28,25,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,2,9,nā,nṛ,,m. sg. nom.,2,11,shr_new_nbest/new_1/816.csv
29,33,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,3,1,āda,ad,,pft. ac. pl. 2,3,4,shr_new_nbest/new_1/816.csv
30,34,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,3,1,āda,ad,,pft. ac. sg. 3,3,4,shr_new_nbest/new_1/816.csv
31,35,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,3,1,āda,ad,,pft. ac. sg. 1,3,4,shr_new_nbest/new_1/816.csv
32,36,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,3,4,darśana,darśana,,iic.,7,11,shr_new_nbest/new_1/816.csv
33,42,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,4,4,darśa,darśa,,iic.,5,9,shr_new_nbest/new_1/816.csv
34,43,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,4,10,artham,artha,,m. sg. acc.,6,15,shr_new_nbest/new_1/816.csv
35,45,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,5,10,ārtham,ārtha,,m. sg. acc.,6,15,shr_new_nbest/new_1/816.csv
36,46,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,5,10,ārtham,ārtha,,n. sg. acc.,6,15,shr_new_nbest/new_1/816.csv
37,47,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,5,10,ārtham,ārtha,,n. sg. nom.,6,15,shr_new_nbest/new_1/816.csv
38,48,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,6,10,artham,artha,,n. sg. acc.,6,15,shr_new_nbest/new_1/816.csv
39,49,3,2,yAdadarSanArTam,3.031719622067177671335395908E-11,6,10,artham,artha,,n. sg. nom.,6,15,shr_new_nbest/new_1/816.csv
40,9,7,1,AhUtAH,0.9971590909090909093920398050,1,0,āhūtāḥ,ā-hūta,,f. pl. acc.,6,6,shr_new_nbest/new_1/814.csv
41,10,7,1,AhUtAH,0.9971590909090909093920398050,1,0,āhūtāḥ,ā-hūta,,f. pl. nom.,6,6,shr_new_nbest/new_1/814.csv
42,11,7,1,AhUtAH,0.9971590909090909093920398050,1,0,āhūtāḥ,ā-hūta,,m. pl. nom.,6,6,shr_new_nbest/new_1/814.csv
43,23,7,1,AhUtAH,0.9971590909090909093920398050,2,0,āhūtāḥ,ā-hūta,,f. pl. voc.,6,6,shr_new_nbest/new_1/814.csv
44,24,7,1,AhUtAH,0.9971590909090909093920398050,2,0,āhūtāḥ,ā-hūta,,m. pl. voc.,6,6,shr_new_nbest/new_1/814.csv
45,12,11,0,AgatASca,1,1,0,āgatāḥ,ā-gata,,f. pl. acc.,6,6,shr_new_nbest/new_1/814.csv
46,13,11,0,AgatASca,1,1,0,āgatāḥ,ā-gata,,f. pl. nom.,6,6,shr_new_nbest/new_1/814.csv
47,14,11,0,AgatASca,1,1,0,āgatāḥ,ā-gata,,m. pl. nom.,6,6,shr_new_nbest/new_1/814.csv
48,15,11,0,AgatASca,1,1,6,ca,ca,,conj.,2,8,shr_new_nbest/new_1/814.csv
