,old_id,binNumber,WCNedgeNumber,WCNedgeWord,WCN Confidence Score,level,position,word,lemma,pre_verb,morph,wordlenth,endposition,OriginalCSV
0,0,1,0,tadA,0.9999999999999999999979810990,1,0,tadā,tadā,,adv.,4,4,shr_new_nbest/new_2/79.csv
1,0,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,1,0,tadā,tadā,,adv.,4,4,shr_new_nbest/new_2/80.csv
2,1,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,1,4,viśvāmitraḥ,viśvāmitra,,m. sg. nom.,11,15,shr_new_nbest/new_2/80.csv
3,4,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,2,3,avi,avi,,iic.,3,6,shr_new_nbest/new_2/80.csv
4,5,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,2,3,avi,avī,,iic.,3,6,shr_new_nbest/new_2/80.csv
5,6,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,2,6,śva,śvan,,iic.,3,9,shr_new_nbest/new_2/80.csv
6,7,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,2,9,mitraḥ,mitra,,m. sg. nom.,6,15,shr_new_nbest/new_2/80.csv
7,11,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,3,3,a,a,,iic.,1,4,shr_new_nbest/new_2/80.csv
8,12,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,3,4,viśva,viśva,,iic.,5,9,shr_new_nbest/new_2/80.csv
9,13,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,3,11,traḥ,tra,,m. sg. nom.,4,15,shr_new_nbest/new_2/80.csv
10,15,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,4,4,viśvā,viśvā,,iic.,5,9,shr_new_nbest/new_2/80.csv
11,16,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,5,4,viśvā,viśva,,f. sg. nom.,5,9,shr_new_nbest/new_2/80.csv
12,17,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,6,4,viś,viś,,iic.,3,7,shr_new_nbest/new_2/80.csv
13,18,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,6,7,vāmi,vāmin,,iic.,4,11,shr_new_nbest/new_2/80.csv
14,19,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,6,7,vāmi,vāma,,iic.,4,11,shr_new_nbest/new_2/80.csv
15,20,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,7,6,śvā,śvan,,m. sg. nom.,3,9,shr_new_nbest/new_2/80.csv
16,21,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,8,6,śvā,śvan,,m. sg. nom.,3,9,shr_new_nbest/new_2/80.csv
17,22,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,9,6,śva,śvan,,iic.,3,9,shr_new_nbest/new_2/80.csv
18,23,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,10,8,amitraḥ,amitra,,m. sg. nom.,7,15,shr_new_nbest/new_2/80.csv
19,24,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,11,8,āmitraḥ,āmitra,,m. sg. nom.,7,15,shr_new_nbest/new_2/80.csv
20,25,1,1,tadAviSvAmitraH,2.018900999999999999995924039E-21,12,8,a,a,,iic.,1,9,shr_new_nbest/new_2/80.csv
21,0,1,2,yadA,6.727657999999999999986417525E-30,1,0,yadā,yadā,,adv.,4,4,shr_new_nbest/new_2/87.csv
22,0,1,3,kadA,9.518580999999999999980782927E-31,1,0,kadā,kadā,,adv.,4,4,shr_new_nbest/new_2/88.csv
23,1,3,1,viSvAmitraH,0.9787234042553191496025350837,1,0,viśvāmitraḥ,viśvāmitra,,m. sg. nom.,11,11,shr_new_nbest/new_2/79.csv
24,4,3,1,viSvAmitraH,0.9787234042553191496025350837,2,0,viśva,viśva,,iic.,5,5,shr_new_nbest/new_2/79.csv
25,5,3,1,viSvAmitraH,0.9787234042553191496025350837,2,5,mitraḥ,mitra,,m. sg. nom.,6,11,shr_new_nbest/new_2/79.csv
26,9,3,1,viSvAmitraH,0.9787234042553191496025350837,3,0,viśvā,viśvā,,iic.,5,5,shr_new_nbest/new_2/79.csv
27,10,3,1,viSvAmitraH,0.9787234042553191496025350837,3,7,traḥ,tra,,m. sg. nom.,4,11,shr_new_nbest/new_2/79.csv
28,12,3,1,viSvAmitraH,0.9787234042553191496025350837,4,0,viśvā,viśva,,f. sg. nom.,5,5,shr_new_nbest/new_2/79.csv
29,13,3,1,viSvAmitraH,0.9787234042553191496025350837,5,0,viś,viś,,iic.,3,3,shr_new_nbest/new_2/79.csv
30,14,3,1,viSvAmitraH,0.9787234042553191496025350837,5,3,vāmi,vāmin,,iic.,4,7,shr_new_nbest/new_2/79.csv
31,15,3,1,viSvAmitraH,0.9787234042553191496025350837,5,3,vāmi,vāma,,iic.,4,7,shr_new_nbest/new_2/79.csv
32,16,3,1,viSvAmitraH,0.9787234042553191496025350837,6,4,amitraḥ,amitra,,m. sg. nom.,7,11,shr_new_nbest/new_2/79.csv
33,17,3,1,viSvAmitraH,0.9787234042553191496025350837,7,4,āmitraḥ,āmitra,,m. sg. nom.,7,11,shr_new_nbest/new_2/79.csv
34,18,3,1,viSvAmitraH,0.9787234042553191496025350837,8,4,a,a,,iic.,1,5,shr_new_nbest/new_2/79.csv
35,2,7,0,Bo,1,1,0,bhā,bhā,,f. sg. nom.,3,2,shr_new_nbest/new_2/79.csv
36,6,7,0,Bo,1,2,0,bho,bhos,,ind.,3,2,shr_new_nbest/new_2/79.csv
37,11,7,0,Bo,1,3,1,u,u,,ind.,1,2,shr_new_nbest/new_2/79.csv
38,2,7,1,Do,2.530359E-28,1,0,dho,dho,,?,3,2,shr_new_nbest/new_2/82.csv
39,2,7,2,BorAma,3.605883E-29,1,0,bhoḥ,bhos,,ind.,4,3,shr_new_nbest/new_2/84.csv
40,3,7,2,BorAma,3.605883E-29,1,3,āma,āma,,m. sg. voc.,3,6,shr_new_nbest/new_2/84.csv
41,4,7,2,BorAma,3.605883E-29,1,3,āma,āma,,n. sg. voc.,3,6,shr_new_nbest/new_2/84.csv
42,7,7,2,BorAma,3.605883E-29,2,0,bhā,bhā,,iic.,3,2,shr_new_nbest/new_2/84.csv
43,8,7,2,BorAma,3.605883E-29,2,2,rāma,rāma,,m. sg. voc.,4,6,shr_new_nbest/new_2/84.csv
44,9,7,2,BorAma,3.605883E-29,2,2,rāma,rāma,,n. sg. voc.,4,6,shr_new_nbest/new_2/84.csv
45,12,7,2,BorAma,3.605883E-29,3,0,bhā,bhā,,f. sg. nom.,3,2,shr_new_nbest/new_2/84.csv
46,14,7,2,BorAma,3.605883E-29,4,0,bho,bhos,,ind.,3,2,shr_new_nbest/new_2/84.csv
47,18,7,2,BorAma,3.605883E-29,5,1,ura,uras,,iic.,3,4,shr_new_nbest/new_2/84.csv
48,20,7,2,BorAma,3.605883E-29,6,1,u,u,,ind.,1,2,shr_new_nbest/new_2/84.csv
49,2,7,3,BO,1.590636E-30,1,0,bhau,bhau,,?,4,2,shr_new_nbest/new_2/85.csv
50,3,8,1,rama,9.9572298302464E-43,1,0,rama,ram,,imp. [1] ac. sg. 2,4,4,shr_new_nbest/new_2/81.csv
51,7,8,1,rama,9.9572298302464E-43,2,0,rama,rama,,m. sg. voc.,4,4,shr_new_nbest/new_2/81.csv
52,8,8,1,rama,9.9572298302464E-43,2,0,rama,rama,,n. sg. voc.,4,4,shr_new_nbest/new_2/81.csv
53,3,8,2,rAma,2.0308909410816E-50,1,0,rāma,rā,,imp. [2] ac. pl. 1,4,4,shr_new_nbest/new_2/79.csv
54,7,8,2,rAma,2.0308909410816E-50,2,0,rāma,rāma,,m. sg. voc.,4,4,shr_new_nbest/new_2/79.csv
55,8,8,2,rAma,2.0308909410816E-50,2,0,rāma,rāma,,n. sg. voc.,4,4,shr_new_nbest/new_2/79.csv
56,3,9,1,rAma,0.9787234042553191496025350837,1,0,rāma,rā,,imp. [2] ac. pl. 1,4,4,shr_new_nbest/new_2/79.csv
57,7,9,1,rAma,0.9787234042553191496025350837,2,0,rāma,rāma,,m. sg. voc.,4,4,shr_new_nbest/new_2/79.csv
58,8,9,1,rAma,0.9787234042553191496025350837,2,0,rāma,rāma,,n. sg. voc.,4,4,shr_new_nbest/new_2/79.csv
59,3,9,2,rAmA,4.724614978723404258535908071E-28,1,0,rāmā,rāma,,f. sg. nom.,4,4,shr_new_nbest/new_2/83.csv
60,3,9,3,nAma,4.465231744680851066869945018E-35,1,0,nāma,nāma,,ind.,4,4,shr_new_nbest/new_2/86.csv
61,7,9,3,nAma,4.465231744680851066869945018E-35,2,0,nāma,nāman,,n. sg. acc.,4,4,shr_new_nbest/new_2/86.csv
62,8,9,3,nAma,4.465231744680851066869945018E-35,2,0,nāma,nāman,,n. sg. nom.,4,4,shr_new_nbest/new_2/86.csv
63,12,9,3,nAma,4.465231744680851066869945018E-35,3,0,nāma,nāman,,n. sg. voc.,4,4,shr_new_nbest/new_2/86.csv
64,14,9,3,nAma,4.465231744680851066869945018E-35,4,0,na,na,,ind.,2,2,shr_new_nbest/new_2/86.csv
65,18,9,3,nAma,4.465231744680851066869945018E-35,5,0,nā,nṛ,,m. sg. nom.,2,2,shr_new_nbest/new_2/86.csv
66,20,9,3,nAma,4.465231744680851066869945018E-35,6,1,ama,am,,imp. [1] ac. sg. 2,3,4,shr_new_nbest/new_2/86.csv
67,22,9,3,nAma,4.465231744680851066869945018E-35,7,1,āma,am,,pft. ac. pl. 2,3,4,shr_new_nbest/new_2/86.csv
68,23,9,3,nAma,4.465231744680851066869945018E-35,7,1,āma,am,,pft. ac. sg. 3,3,4,shr_new_nbest/new_2/86.csv
69,24,9,3,nAma,4.465231744680851066869945018E-35,7,1,āma,am,,pft. ac. sg. 1,3,4,shr_new_nbest/new_2/86.csv
70,26,9,3,nAma,4.465231744680851066869945018E-35,8,1,āma,āma,,m. sg. voc.,3,4,shr_new_nbest/new_2/86.csv
71,27,9,3,nAma,4.465231744680851066869945018E-35,8,1,āma,āma,,n. sg. voc.,3,4,shr_new_nbest/new_2/86.csv
72,,0,0,<eps>,1,1,0,<eps>,,,,1,1,
73,,2,0,<eps>,1,1,0,<eps>,,,,1,1,
74,,3,0,<eps>,0.02127659574468085039746491625,1,0,<eps>,,,,11,11,
75,,4,0,<eps>,1,1,0,<eps>,,,,1,1,
76,,5,0,<eps>,1,1,0,<eps>,,,,1,1,
77,,6,0,<eps>,1,1,0,<eps>,,,,1,1,
78,,8,0,<eps>,1,1,0,<eps>,,,,4,4,
79,,9,0,<eps>,0.02127659574468085039746491625,1,0,<eps>,,,,4,4,
80,,10,0,<eps>,1,1,0,<eps>,,,,1,1,
